lh,rh,ls,rs,w,ll,rl,0y,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,11y,12y,13y,14y,15y,16y,17y,18y,19y,20y,21y,22y,23y,24y
88.7,171.3,2456.76,2047.15888,158,156.48,157.2,109.51,268.18,271.269,389.082,512.638,256.574,371.341,483.143,553.879,556.773,762.819,977.642,550.949,759.87,962.935,100.465,97.6407,118.249,121.12,1027.69,1018.86,980.594,1042.41,1027.67,995.343
86.8,168.3,2434.08,1669.54528,154,155.28,155.76,109.47,268.238,271.399,403.686,530.362,259.451,383.164,500.855,556.801,559.73,762.867,977.582,553.852,762.747,962.94,97.6057,97.644,115.254,118.236,1024.69,1013.02,980.575,1045.23,1027.73,995.273
86.4,165.1,2404.8,1184.60992,152,156.96,157.2,109.429,268.279,274.24,409.58,542.038,256.578,386.127,506.89,556.748,556.838,762.857,977.626,553.843,762.684,968.775,97.5805,97.5485,112.397,115.276,1024.86,1018.83,980.67,1045.21,1027.71,995.296
86.5,165.7,2435.4,1691.40712,154,159.36,160.8,109.392,268.294,274.226,412.555,553.847,259.5,391.928,527.249,556.739,556.818,762.899,977.679,553.842,762.738,962.914,97.58,94.7298,115.288,118.223,1024.66,1015.87,977.784,1045.28,1027.77,998.123
84.2,168.7,2495.28,2681.15224,162,157.68,159.6,109.391,268.372,274.325,418.467,562.66,259.523,400.766,530.377,562.638,565.632,765.712,977.658,559.695,762.768,962.974,97.5437,94.6829,112.303,115.236,1024.7,1015.91,980.619,1045.25,1027.76,995.354
82.1,168.7,2460.6,2106.78208,162,156.72,159.6,109.398,268.376,274.304,433.054,574.282,262.386,406.658,542.11,562.631,565.637,765.747,977.639,556.819,762.823,962.966,94.7269,94.6624,112.32,115.249,1024.78,1018.78,980.572,1045.25,1027.75,995.348
82.9,169,2439.48,1758.98008,158,159.84,166.08,109.384,268.388,274.262,433.245,574.435,262.463,412.505,550.874,562.625,565.581,765.702,977.64,559.705,762.806,962.944,97.5646,94.6811,112.34,112.392,1021.88,1012.98,980.587,1045.27,1027.78,995.351
83,170.8,2504.52,2834.18512,162,159.84,174.48,109.388,268.391,274.216,436.143,577.367,265.302,412.584,553.743,565.619,568.568,765.813,977.614,562.664,762.76,965.838,97.5723,94.6624,112.36,112.397,1024.68,1013.01,980.625,1045.27,1027.76,995.298
82.3,167,2505.12,2840.14744,160,159.84,189.36,109.366,268.348,274.217,436.082,577.514,259.547,412.577,553.866,565.61,568.509,765.706,977.612,562.684,759.854,957.129,97.5664,94.6415,112.322,112.369,1024.73,1015.89,977.687,1045.24,1027.73,995.306
82,161,2481,2444.64688,156,161.76,205.68,109.381,268.37,274.234,436.022,580.286,262.429,412.599,556.767,565.568,565.625,765.651,977.606,562.682,762.719,957.138,94.7317,94.6724,112.299,112.418,1024.79,1015.9,977.69,1045.23,1027.71,995.343
79.6,159.5,2495.52,2683.13968,156,162,208.32,109.383,268.38,271.408,433.037,580.277,265.349,418.427,556.844,565.627,568.517,762.888,977.616,565.598,762.825,957.13,94.689,94.6468,109.494,112.401,1024.83,1015.96,977.679,1045.23,1027.72,995.31
78.2,156.2,2464.44,2164.41784,164,161.04,205.2,109.36,268.323,274.185,436.199,580.345,262.403,412.6,559.716,568.513,571.418,765.704,977.636,565.63,762.773,960.058,94.6456,91.778,109.471,112.357,1024.79,1015.96,977.734,1045.25,1027.74,995.324
77.6,154.2,2454.72,2059.08352,180,162.72,206.16,109.384,268.304,271.423,433.253,577.507,262.422,418.402,556.868,565.618,568.523,762.861,977.628,565.609,762.798,960.053,94.6315,91.7752,109.441,112.354,1024.81,1015.95,977.732,1045.24,1027.73,995.35
74.6,155.4,2523.36,3199.87408,192,160.8,201.6,109.374,268.349,274.254,436.1,580.32,259.552,412.622,556.885,568.552,571.472,762.891,977.622,568.524,762.862,959.993,94.6507,91.778,109.488,112.37,1024.75,1015.88,977.719,1045.27,1027.77,995.342
72.7,152.5,2440.68,2705.00152,184,159.12,198.24,109.358,268.312,274.231,436.129,580.308,259.484,412.497,556.872,565.593,568.54,762.888,977.6,562.702,762.781,959.999,94.6375,91.7682,109.462,112.384,1024.85,1018.78,977.697,1045.26,1027.76,995.301
70.2,150.6,2336.64,2174.35504,174,156.48,193.68,109.392,268.325,274.265,433.221,580.301,259.486,412.64,559.686,568.552,571.469,762.893,977.619,568.53,762.852,959.999,94.6588,91.788,109.479,112.387,1024.82,1015.96,977.716,1045.24,1027.74,995.342
70.6,147.8,2282.52,1560.23608,168,156.48,192.48,109.372,268.317,274.226,433.229,577.522,259.509,421.393,562.674,571.433,571.475,762.849,977.603,571.459,762.838,959.974,94.6556,91.7694,112.308,112.352,1024.83,1015.95,977.687,1045.21,1027.71,995.325
70.4,147.6,2330.88,2017.34728,172,155.76,190.56,109.362,268.332,274.222,436.14,580.349,262.4,424.326,559.755,568.573,571.441,765.65,977.592,568.57,762.871,962.922,94.6544,91.7537,109.52,112.337,1024.77,1015.92,977.788,1045.24,1027.74,995.302
71.8,146.2,2170.2,1669.54528,168,157.44,192.24,109.365,268.306,274.186,433.228,577.515,259.509,415.503,562.64,568.529,568.57,765.679,977.624,568.533,762.835,960.041,94.6454,91.7909,109.449,112.4,1024.76,1015.92,977.726,1045.22,1027.71,995.352
73.2,147.5,1970.52,2392.97344,176,157.2,192.72,109.365,268.315,274.173,433.155,577.497,262.421,418.471,559.72,565.638,568.554,765.691,977.688,565.622,762.827,959.961,94.6522,91.7907,112.32,115.252,1024.66,1012.96,977.708,1045.23,1027.72,998.168
72.6,147.3,1885.08,2534.08168,172,156.72,190.8,109.363,268.378,274.271,436.108,577.528,262.438,421.404,559.67,571.417,571.451,765.695,977.629,571.429,762.858,962.967,94.6381,94.631,109.48,115.246,1024.79,1015.95,980.564,1045.25,1027.75,995.343
72.8,146.7,2267.16,2595.69232,170,156.48,188.88,109.385,268.344,274.213,436.166,580.282,262.432,427.265,553.954,571.466,571.514,765.77,977.655,571.448,762.884,962.924,94.6348,94.6388,109.442,115.258,1024.7,1013,977.765,1045.26,1027.78,998.163
73,146.3,2297.4,2313.47584,168,156,187.44,109.377,268.39,274.257,436.106,577.442,262.467,415.576,553.937,568.514,568.547,765.687,977.639,565.623,762.898,959.981,94.6592,94.6611,112.324,115.254,1024.72,1015.88,977.697,1045.25,1027.74,995.349
75.6,147.1,1810.8,2204.16664,162,155.28,186,109.417,268.412,274.301,436.125,574.535,262.458,424.301,553.858,568.533,568.566,762.863,977.654,568.518,765.721,960.059,94.7339,94.71,115.264,115.261,1024.74,1015.91,977.764,1045.24,1027.74,995.358
75.2,149.6,1089.36,2061.07096,160,156.48,187.68,109.399,268.348,274.232,433.152,574.366,262.378,409.561,550.992,565.628,568.543,765.69,977.604,565.572,765.674,962.966,94.7139,94.7286,115.341,115.261,1024.71,1015.88,980.608,1045.25,1027.74,995.3
76.4,153.5,1120.68,2498.30776,160,156.24,187.44,109.489,268.291,271.405,433.213,565.591,259.503,406.583,539.079,556.818,559.689,762.75,977.564,556.808,759.85,960.028,97.5986,97.6355,118.178,115.342,1021.89,1012.98,977.743,1045.21,1027.73,995.292
75,157.8,1002.96,2428.74736,164,155.28,184.8,112.317,268.307,271.431,424.328,553.776,262.417,397.862,530.199,556.801,559.694,762.781,977.646,556.766,759.831,960.038,97.6642,97.6538,118.213,118.199,1024.67,1013,977.723,1045.22,1027.72,995.37
75.1,164.8,864.24,2146.53088,168,154.8,183.6,115.244,268.239,271.299,415.574,547.859,259.522,389.088,521.44,556.753,556.797,762.763,977.66,553.913,759.777,962.922,100.524,100.515,118.184,118.243,1024.69,1015.88,980.581,1045.23,1027.74,998.141
73.1,170.2,850.08,1659.60808,170,154.08,181.92,115.299,265.444,271.233,409.558,527.459,259.473,385.964,506.613,556.742,556.772,762.739,977.645,553.877,759.782,962.946,100.577,100.581,121.104,118.266,1024.68,1015.88,980.601,1045.24,1027.75,995.349
73.6,177.1,975.84,1353.54232,168,154.08,181.92,118.222,265.395,271.186,394.868,506.856,256.554,368.417,483.285,553.844,553.87,762.74,977.68,553.768,751.01,962.919,103.328,100.621,121.167,121.117,1021.88,1012.98,980.57,1045.22,1027.72,998.123
72.7,182.5,132.84,1339.63024,168,151.2,179.04,118.25,265.294,268.399,389.072,486.143,250.788,362.602,462.641,553.85,553.883,762.7,977.668,553.782,756.897,965.86,103.359,103.337,121.143,121.16,1024.73,1015.89,980.687,1045.21,1027.72,998.144
75.4,183.5,100,210.76432,160,156,184.56,121.13,262.438,268.233,371.311,459.711,250.779,356.621,444.95,553.811,553.864,759.803,977.679,550.929,756.869,959.991,103.392,103.391,121.166,124.016,1027.65,1018.81,977.779,1045.2,1027.7,998.13
78.7,192.7,100,2049.14632,166,155.52,182.4,121.184,259.51,268.19,362.406,435.997,250.686,341.944,418.486,550.926,553.783,759.819,977.632,550.857,756.884,957.123,103.418,103.401,124.01,124.025,1024.78,1015.95,977.718,1045.24,1027.75,995.348
79.1,191.8,100,1780.84192,164,154.32,180,121.178,253.605,262.463,341.896,409.564,247.866,327.207,394.879,550.937,553.801,759.885,977.596,550.869,753.925,957.08,103.437,103.415,124.047,124.083,1027.65,1018.82,977.682,1045.23,1027.74,995.316
76.8,192.3,100,1482.72592,164,152.88,177.84,121.208,247.884,256.555,327.223,383.071,247.705,312.533,368.486,550.83,550.877,762.702,977.635,547.92,751.008,957.137,103.446,103.458,124.026,124.139,1024.79,1015.92,977.714,1045.19,1027.71,995.372
75.5,187.5,679.92,1057.41376,164,153.12,177.6,124.031,247.768,253.623,315.448,350.802,244.829,294.836,344.865,550.875,550.902,759.877,977.607,550.822,748.094,957.043,103.463,103.466,124.001,124.096,1024.84,1018.8,977.619,1042.43,1027.69,995.304
76.1,185.8,746.28,1174.67272,162,154.8,179.28,121.214,247.626,250.674,297.735,327.198,244.713,280.125,318.443,550.878,550.915,759.853,977.629,550.825,748.076,957.036,103.455,103.478,124.031,124.15,1021.81,1010.07,977.644,1045.24,1027.75,998.124
73.7,185.9,745.8,2420.7976,164,153.6,177.84,121.207,244.887,247.891,291.771,297.819,244.657,271.239,294.956,544.989,545.004,756.954,977.686,542.071,742.302,954.149,103.454,103.469,121.178,124.122,1021.88,1012.96,974.78,1045.24,1027.73,998.165
72.9,180.4,638.64,2072.9956,158,153.12,177.6,121.141,244.874,247.881,268.264,268.249,241.873,247.804,262.411,553.781,553.795,756.94,977.622,550.929,748.091,957.063,103.403,103.427,121.153,126.927,1024.74,1015.9,977.672,1045.24,1027.73,995.359
72.5,176.7,1143,1856.36464,158,153.12,178.8,121.107,247.611,250.661,262.475,247.869,244.654,247.654,247.78,553.777,553.81,759.845,977.634,550.919,748.084,959.964,103.402,103.412,121.193,124.145,1024.66,1012.97,977.75,1045.2,1027.69,998.153
75.9,169.7,1325.28,2007.41008,154,151.92,178.08,121.11,244.871,247.796,253.66,244.697,244.695,247.805,241.811,550.913,550.92,759.771,977.606,550.897,745.113,954.151,103.398,103.434,121.19,124.131,1024.75,1015.88,977.577,1045.2,1027.69,995.354
73.1,167.4,1615.68,1166.72296,150,152.88,181.44,121.14,247.627,247.864,247.662,221.351,244.745,238.892,224.242,553.845,553.886,759.859,977.631,553.802,748.123,954.19,103.405,103.441,121.143,124.076,1024.76,1015.9,977.583,1045.22,1027.72,998.149
74.7,170.1,1881.72,1943.812,154,154.32,180.72,121.132,247.619,250.642,244.704,203.657,244.755,238.864,218.235,553.902,556.756,759.879,977.651,553.878,748.105,954.184,103.408,103.445,121.183,124.122,1024.83,1015.93,977.602,1045.23,1027.75,998.144
72.7,174.2,1956.6,2454.58408,156,154.08,182.88,121.13,247.635,250.65,244.722,197.742,244.777,247.687,224.172,553.809,553.84,759.844,977.641,553.784,751.012,954.172,103.399,103.434,121.129,124.116,1027.66,1018.81,974.782,1042.46,1027.71,998.148
75.7,172,2170.08,2086.90768,160,153.6,184.08,121.099,244.908,247.847,244.728,197.635,244.721,247.701,221.321,553.797,553.847,759.828,977.689,550.929,751.006,954.149,103.367,103.432,121.184,124.082,1024.76,1015.9,974.8,1045.23,1027.75,998.182
73,166.6,2018.28,1850.40232,158,152.88,184.8,118.253,244.898,247.854,244.702,194.806,244.701,247.706,221.178,550.932,553.826,759.817,977.657,550.877,745.128,954.175,103.377,103.425,121.197,124.131,1027.74,1018.87,974.787,1045.19,1027.72,998.132
69.8,165.7,1935.84,2021.32216,152,151.68,182.88,118.26,244.874,247.855,247.76,197.588,244.657,247.815,224.1,553.771,553.848,756.951,977.643,550.912,751.053,957.026,103.365,103.41,124,124.083,1024.85,1018.82,977.584,1042.45,1027.69,998.17
69.2,166.1,1947.36,1508.56264,148,151.44,179.52,118.26,244.87,247.833,253.582,200.785,244.648,247.711,221.32,550.853,550.883,756.886,977.682,547.979,756.868,957.026,103.356,103.393,121.123,124.011,1024.84,1018.79,974.815,1042.46,1027.7,998.205
70.2,163.5,1978.68,1496.638,148,149.52,175.44,118.258,247.626,250.636,268.3,224.105,244.673,247.784,221.281,550.916,550.947,759.783,977.706,550.882,748.126,954.187,103.356,103.401,121.168,124.016,1024.78,1015.92,977.567,1045.2,1027.72,998.176
75.2,161.7,1941.12,578.44072,148,153.84,179.76,118.266,247.623,247.871,268.31,224.263,244.756,244.791,212.445,553.824,553.854,759.816,977.606,553.816,756.868,957.044,103.358,103.401,121.126,124.024,1024.8,1015.95,977.644,1045.21,1027.72,995.327
86,168.2,2153.52,2005.42264,158,151.92,177.84,118.249,247.647,247.87,277.189,247.758,244.772,247.794,224.207,553.854,553.883,762.721,977.721,553.855,753.962,957.077,103.352,103.39,121.109,124.045,1024.82,1015.95,977.667,1045.26,1027.78,998.199
97.7,174.8,2166,1307.8312,152,152.4,179.52,118.224,247.697,253.582,268.416,268.219,244.711,247.766,247.656,553.852,553.893,759.859,977.689,553.845,756.934,957.116,103.335,103.379,121.144,124.087,1024.77,1015.92,977.698,1045.29,1030.6,998.148
92.5,178.6,2277.96,1977.59848,154,151.68,177.12,118.241,244.885,247.891,274.305,277.229,241.792,244.749,262.473,550.957,553.801,759.792,977.586,550.93,748.065,957.031,103.339,103.38,121.133,124.038,1024.86,1018.82,977.633,1045.23,1027.75,995.325
91.4,175.8,2335.56,1562.22352,160,152.64,176.88,118.195,244.878,250.643,288.895,294.848,241.791,253.643,277.15,550.813,550.846,759.79,977.643,547.932,756.854,960.029,103.346,103.36,121.141,121.146,1027.67,1018.84,977.778,1045.2,1027.69,998.121
90.7,175.5,2398.92,1997.47288,180,153.36,176.88,118.197,247.661,250.793,291.812,309.547,244.642,271.296,300.678,550.828,550.851,759.865,977.628,547.935,753.986,960.004,103.34,103.348,121.11,121.142,1027.65,1018.84,977.774,1045.21,1027.71,995.338
89.9,173.3,2445.48,2492.34544,186,153.12,177.12,118.178,247.761,256.58,297.844,324.331,244.734,288.9,321.277,550.813,550.836,759.871,977.615,547.943,751.049,960.035,100.608,100.612,118.232,118.257,1024.81,1018.79,980.58,1045.24,1027.75,995.334
88.1,172.6,2502.36,2480.4208,186,152.88,176.16,115.336,247.751,253.674,315.435,350.807,244.73,297.773,344.974,550.891,550.933,762.712,977.643,550.832,753.948,957.058,100.591,100.568,118.212,118.28,1024.8,1015.95,977.686,1045.24,1027.73,998.123
87.6,170.1,2497.2,2496.32032,186,152.16,174.24,115.273,250.625,259.468,330.122,377.257,247.679,315.493,368.519,553.781,553.81,759.877,977.597,550.92,753.993,959.968,100.536,100.548,115.283,121.093,1027.65,1018.83,977.727,1045.26,1027.75,995.338
87.9,166,2478.84,2371.1116,186,151.44,172.8,115.252,250.773,262.494,339.088,403.721,247.792,336.014,394.892,550.891,550.934,762.735,977.586,550.811,756.89,957.078,100.511,100.503,112.407,118.194,1024.8,1015.95,977.677,1042.45,1027.68,995.335
89.2,161.4,2455.8,2009.39752,186,153.36,174.24,112.422,256.571,265.438,359.517,430.13,247.859,341.864,415.557,553.8,553.864,759.89,977.601,550.907,751.056,957.102,100.482,100.517,112.35,118.209,1027.7,1018.89,977.685,1045.25,1027.76,995.358
90.3,159.9,2492.52,2641.40344,194,154.32,175.2,112.375,259.529,268.305,368.385,453.806,250.635,353.704,439.061,553.793,553.854,759.899,977.614,550.883,751.068,957.087,100.502,100.515,115.254,118.244,1024.83,1018.81,977.687,1045.24,1027.74,995.343
89.8,160.4,2506.44,2871.94648,198,154.8,175.44,112.355,262.44,268.38,385.979,480.155,250.73,365.392,459.708,553.904,556.794,762.703,977.646,553.796,759.848,957.139,100.461,100.488,118.169,121.104,1024.85,1018.82,977.711,1045.22,1027.74,998.131
89.5,159.9,2501.4,2788.474,198,155.04,176.16,112.331,262.476,268.436,389.032,500.757,250.742,368.493,483.073,553.813,553.86,759.819,977.613,550.897,762.715,957.14,97.6698,100.453,118.169,118.261,1027.66,1018.82,977.707,1045.21,1027.73,995.334
85.8,159,2498.04,2730.83824,202,154.32,178.32,112.338,265.355,271.181,394.913,521.427,253.635,383.046,500.733,553.829,553.883,762.75,977.67,550.912,759.863,962.928,97.6768,100.452,115.326,118.234,1024.86,1018.84,980.592,1045.22,1027.71,998.152
82.6,156.5,2474.64,2341.3,200,153.36,177.6,109.523,268.241,271.344,415.484,550.73,259.553,389.078,518.524,559.761,562.672,765.674,977.701,556.835,762.816,962.965,94.7214,97.6086,112.33,115.305,1024.82,1018.79,980.603,1045.25,1027.77,995.368
81.5,155.1,2454.72,2013.3724,190,155.04,180.96,109.513,268.28,271.398,427.28,553.986,259.513,397.861,527.404,559.721,562.654,762.88,977.681,556.801,762.762,962.947,94.7301,97.635,112.356,115.275,1024.79,1015.95,980.571,1045.26,1027.74,998.131
80.1,155.6,2495.28,2683.13968,190,155.52,183.84,112.294,268.304,274.21,433.049,562.646,259.538,397.799,530.365,559.706,562.67,765.675,977.64,556.792,762.728,962.935,97.55,97.656,112.422,115.317,1024.78,1015.95,980.592,1045.26,1027.73,995.347
79,154.9,2505,2842.13488,186,155.76,185.04,109.506,268.295,271.396,433.145,574.332,262.383,403.682,539.169,562.654,562.698,765.671,977.627,559.747,762.841,959.982,94.7217,97.6194,109.512,115.292,1024.73,1015.91,977.733,1045.26,1027.78,995.367
77.5,154.4,2506.2,2863.99672,184,155.76,185.28,109.454,268.317,271.393,433.155,574.446,262.461,412.626,550.779,565.596,568.518,762.845,977.659,562.695,762.804,960.04,94.6874,97.59,112.31,115.274,1021.86,1012.99,977.767,1045.28,1030.6,998.122
74.7,152.9,2495.04,2677.17736,184,154.8,183.6,109.437,268.346,271.406,433.247,577.417,262.49,409.618,550.938,562.662,565.612,762.849,977.67,559.733,762.785,959.996,94.6812,97.5725,109.508,115.284,1021.86,1012.98,977.77,1045.25,1027.74,995.371
71.7,148.9,2467.08,2216.09128,180,155.04,184.32,109.451,268.376,274.188,436.031,577.409,265.292,418.43,553.931,562.646,562.691,762.811,977.659,559.744,762.782,960.036,94.6442,97.5512,109.451,115.243,1021.84,1010.08,977.784,1045.23,1027.73,998.123
68.2,146,2454.48,2051.13376,182,154.8,183.36,109.446,268.352,274.212,433.24,580.313,262.389,412.612,553.984,559.743,562.672,762.85,977.703,559.724,762.803,960.007,94.6323,94.7204,109.508,112.353,1024.77,1015.9,977.768,1045.26,1027.75,998.152
67.4,143.5,2441.28,1868.28928,184,156.72,183.84,109.391,268.305,271.415,433.145,580.335,262.412,412.605,556.843,559.69,559.766,762.847,977.68,556.838,762.732,957.078,91.7945,94.7088,109.506,115.254,1024.8,1015.94,977.642,1045.24,1027.74,998.143
65.6,143.7,2487.48,2838.16,182,156,181.44,109.411,268.355,271.384,433.092,580.3,265.306,415.514,556.818,559.738,562.666,762.826,977.682,559.748,762.756,957.141,91.7981,94.6898,112.345,115.289,1024.77,1015.9,977.695,1045.26,1027.75,998.161
64.7,142.7,2457.48,2784.49912,176,154.8,179.28,109.385,268.345,271.398,433.06,577.499,262.497,412.667,559.759,562.702,565.625,762.892,977.715,562.695,762.821,957.138,91.7592,94.6656,109.481,115.237,1024.79,1015.91,977.681,1045.25,1027.75,998.176
63.9,142,2415,2726.86336,174,153.84,176.64,109.367,268.332,271.413,430.218,577.499,262.454,412.577,559.724,559.768,562.664,762.873,977.657,562.651,762.767,957.019,91.7489,94.6485,109.469,112.39,1024.74,1015.88,977.561,1045.26,1027.76,998.121
63.2,140.9,2364.96,2321.4256,170,152.16,173.76,109.383,268.324,271.361,427.299,577.497,265.325,424.331,559.715,559.707,559.762,765.66,977.684,559.699,762.769,960.041,91.7215,94.6443,109.501,112.384,1024.84,1018.83,977.76,1045.25,1027.73,998.14
64.1,139.3,2378.76,1780.84192,164,153.36,174.96,109.37,268.319,271.401,433.179,577.505,265.309,415.555,559.768,565.588,565.62,765.674,977.664,565.597,762.808,959.989,91.7505,94.6399,112.31,115.263,1027.73,1018.88,977.68,1045.25,1027.75,995.361
64.4,140.1,2393.04,2488.37056,166,151.68,172.32,106.63,268.324,271.41,433.197,577.504,262.491,412.568,556.864,562.677,565.6,765.669,977.637,562.649,762.695,960.041,91.7424,94.6343,112.371,115.241,1027.67,1018.82,977.773,1045.23,1027.71,995.356
66.4,137.4,1883.4,1367.4544,162,153.6,174.24,109.359,268.317,271.385,433.253,577.483,262.486,418.49,559.761,568.498,568.537,765.671,977.619,568.501,762.861,957.115,91.7708,94.6535,112.378,112.416,1024.83,1015.94,977.651,1045.24,1027.73,995.334
68.4,138.3,1769.4,2233.97824,168,153.12,173.76,109.365,268.283,271.348,433.186,577.43,262.444,415.524,556.787,568.505,568.535,765.675,977.598,565.615,762.867,959.973,91.7613,94.6621,109.513,112.403,1027.66,1018.81,977.686,1045.23,1027.74,995.344
69.9,137.9,2213.28,2156.46808,164,151.44,171.36,109.361,268.298,271.36,433.224,577.491,262.47,412.581,556.809,568.543,568.565,765.736,977.628,568.522,762.85,959.962,91.7868,94.6553,112.344,115.233,1024.74,1015.87,977.697,1045.22,1027.71,995.353
70.4,137.1,2393.28,1605.9472,160,151.44,170.64,109.355,268.301,271.393,436.049,577.445,262.413,412.56,553.807,562.696,565.579,762.857,977.596,562.693,762.724,957.11,91.739,94.6543,109.468,112.395,1024.67,1012.98,977.68,1045.24,1027.75,995.256
73,137.6,1841.04,1756.99264,158,152.88,172.32,109.376,268.337,274.208,436.035,577.311,262.426,418.433,556.743,565.562,565.563,762.804,977.631,562.693,762.725,959.959,91.7982,94.7164,112.318,115.282,1021.89,1012.99,977.691,1045.23,1027.72,995.311
72.8,140.3,1167.6,2446.63432,168,153.12,174,109.384,268.31,274.196,433.136,574.52,259.511,415.478,553.821,565.611,565.626,762.884,977.672,565.61,762.803,962.943,91.7781,94.7063,112.313,115.286,1024.71,1015.89,980.563,1045.22,1027.71,998.136
72.9,143.4,863.76,2345.27488,168,152.64,174,109.393,268.247,271.366,433.172,574.369,256.588,409.65,550.932,562.659,562.683,762.878,977.648,562.655,762.877,962.928,91.7726,94.7093,112.338,112.416,1024.72,1015.9,980.555,1045.21,1027.7,995.338
73.5,147.3,447,2144.54344,166,152.64,173.28,109.419,268.236,271.366,439.026,574.352,256.602,406.718,550.793,562.634,562.668,762.823,977.635,559.747,762.761,962.903,94.667,94.74,115.255,115.29,1024.68,1013.02,980.571,1045.24,1027.73,995.358
75.7,152.4,100,2249.87776,166,151.2,170.88,109.499,268.207,271.316,433.188,562.68,256.531,406.625,544.999,562.694,565.563,765.695,977.661,562.694,759.895,962.925,97.5758,97.628,112.41,118.178,1024.68,1015.88,980.594,1045.22,1027.72,995.34
74.8,157.5,100,1687.43224,160,150.96,171.12,112.334,268.186,271.258,424.291,553.847,253.689,400.771,530.244,562.651,562.663,765.687,977.718,559.753,759.865,962.954,97.6444,100.458,115.269,118.213,1024.69,1015.89,980.602,1045.23,1027.74,998.162
77,164.7,100,1649.67088,158,152.64,174.24,115.305,265.294,271.179,403.768,527.273,250.782,383.151,506.624,553.916,556.787,762.791,977.626,553.827,756.951,960.023,100.568,100.561,121.128,118.265,1024.82,1018.8,977.77,1045.21,1027.71,995.348
76.4,175.9,100,2069.02072,156,152.88,174.96,118.219,262.406,268.341,389.033,503.862,250.66,368.518,483.23,553.854,553.903,762.784,977.711,550.951,759.767,959.981,100.587,100.606,121.154,121.144,1024.81,1018.81,977.727,1045.21,1027.71,998.164
81.3,178.3,100,1973.6236,154,152.64,173.76,118.284,259.483,268.283,385.937,483.093,247.858,359.621,459.694,550.83,550.884,759.875,977.646,545.03,751.004,962.921,103.37,103.363,121.137,121.156,1024.87,1018.83,980.576,1045.21,1027.7,995.369
82.2,179.2,100,1838.47768,152,150.96,172.8,118.26,253.684,265.399,362.615,456.694,247.807,341.937,435.988,550.843,550.901,762.769,977.68,547.897,753.969,962.928,103.377,103.385,124.016,124.042,1024.8,1015.96,980.596,1045.22,1027.69,998.13
86.5,176.8,100,1272.05728,148,151.68,175.2,118.251,250.705,265.285,344.905,427.271,247.699,336.045,409.615,550.832,550.87,762.736,977.71,547.912,753.989,962.981,103.368,103.385,123.995,124.043,1024.73,1015.91,980.644,1045.2,1027.68,998.152
83,174.4,100,1556.2612,146,150.72,172.8,121.119,247.889,262.39,336.079,392.061,247.624,315.448,383.153,550.843,550.892,759.836,977.631,547.926,745.156,957.055,103.392,103.43,121.185,124.078,1024.69,1013,977.657,1045.21,1027.71,998.129
81.3,171.2,100,1107.09976,144,152.64,173.04,118.278,247.646,250.728,318.379,365.556,244.709,297.813,350.802,550.836,550.883,762.685,977.628,547.931,748.118,957.106,103.377,103.423,121.216,124.11,1024.74,1015.89,977.708,1045.22,1027.72,995.341
79,170.3,128.52,1798.72888,148,150,169.68,121.125,247.657,250.737,303.678,339.014,244.676,288.955,324.312,550.867,550.915,759.876,977.648,550.808,748.053,954.215,103.391,103.444,121.134,124.14,1021.87,1012.95,977.603,1045.22,1027.71,995.371
79.1,166,204.96,667.87552,142,152.88,172.56,118.287,244.853,250.673,291.995,315.398,241.78,271.319,297.881,547.973,550.827,759.896,977.653,547.933,751.008,954.197,103.365,103.44,121.131,124.149,1024.81,1015.96,974.778,1045.21,1027.72,998.123
80.1,177.7,371.52,1756.99264,146,152.16,173.28,118.279,244.866,250.659,286.04,294.841,238.947,262.413,283.025,547.912,547.928,756.936,977.612,545.006,745.21,954.159,103.362,103.407,118.236,124.084,1024.86,1018.8,974.763,1042.42,1027.69,995.357
78.7,188.4,271.92,1850.40232,146,150.96,171.36,118.266,244.808,250.649,271.304,274.213,235.96,247.661,265.393,550.907,550.94,759.851,977.676,550.869,748.059,954.174,103.395,103.398,121.183,124.038,1024.71,1015.87,974.813,1045.24,1027.72,998.151
79.5,179.4,356.04,1580.11048,144,151.2,170.16,118.274,244.866,250.627,268.334,256.539,238.953,236.012,247.646,553.782,553.819,759.83,977.691,550.935,748.081,954.173,103.383,103.371,121.2,121.177,1024.78,1015.93,974.814,1045.2,1027.69,998.165
79.7,193.9,864.84,1717.24384,144,152.64,171.6,121.136,244.91,250.683,256.616,244.799,241.863,244.709,241.794,553.861,553.892,756.914,977.655,553.838,748.052,954.183,103.375,103.391,118.197,121.165,1024.75,1015.89,974.787,1045.24,1027.73,998.127
77.2,190.6,1373.16,2335.33768,146,149.76,167.04,121.106,247.645,250.785,241.833,212.366,241.893,235.949,215.356,553.89,556.782,759.886,977.644,553.843,751.024,954.209,103.393,103.418,118.279,121.14,1024.78,1015.9,977.599,1045.24,1027.75,995.364
75.5,183.4,1828.8,971.95384,136,151.44,168.96,121.125,247.673,250.723,241.744,200.688,244.76,238.861,203.601,553.869,556.76,754.008,977.613,553.836,745.189,957.074,103.392,103.409,121.093,121.222,1024.84,1018.78,977.683,1045.22,1027.73,995.352
