lh,rh,ls,rs,w,ll,rl
3077.1,434.3,2490.12,2382.0264,197,563.52,6729.6
3053.5,560.5,2467.2,2099.1984,193,627.84,5898.24
2213.3,837.5,2482.32,2294.8848,230,852,4523.52
974.5,1509.3,2506.92,2648.0376,315,2147.52,3244.8
370.6,2373.8,2506.8,2658.7392,348,6144,2644.08
213.2,3066.9,2494.44,2459.9952,274,7141.92,2041.68
153.2,3080.8,2494.08,2470.6968,271,7322.88,1729.68
126.4,3053.1,2460,2016.6432,277,7362.48,1621.92
124.2,3069.8,2480.28,2284.1832,271,7427.76,1346.16
116.4,3097,2512.8,2698.488,289,7242.96,1167.6
106.6,3020.3,2420.76,1524.3696,258,7397.28,1091.04
104.1,3085.1,2498.52,2516.5608,246,7364.16,974.4
99.6,3072.1,2482.8,2316.288,240,7318.32,955.2
101.5,3051.3,2457.96,1990.6536,240,7222.56,891.12
107,3057.4,2465.16,2074.7376,232,6730.08,744.72
105.4,2999.3,2413.92,1418.8824,218,4823.76,811.92
122.4,2411.2,2498.16,2510.4456,235,2794.8,1001.52
234.3,900.2,2500.08,2531.8488,256,1126.32,1455.12
498.5,368.7,2488.44,2378.9688,278,930,2646.24
1107.5,262.5,2459.28,2002.884,231,820.08,6291.84
2290.8,221.1,2533.44,2962.9704,230,704.64,7148.88
3070.7,194.2,2502.12,2641.9224,291,652.8,7403.28
3088.2,176.7,2498.64,2603.7024,306,576.48,7405.2
3089.8,162.2,2496.72,2583.828,284,523.92,7405.2
3087.4,151.9,2493.36,2545.608,266,499.2,7307.04
3047.7,141.8,2447.04,1941.732,239,488.88,7395.6
3085.3,139.3,2493.36,2510.4456,232,457.92,7343.52
3089.2,139.3,2495.16,2573.1264,229,439.68,7187.04
3073.7,145.4,2477.16,2336.1624,232,468.48,6864.96
3088.2,158.7,2493.36,2550.1944,241,473.04,5665.44
3090.7,208.8,2496.6,2599.116,264,536.16,5172.24
3039.2,364.8,2458.68,2044.1616,288,700.8,3402
1637.5,546.4,2485.32,2438.592,318,1803.84,2644.32
489.3,981.7,2501.52,2652.624,323,3900,2222.64
244,1826.3,2426.88,1669.6056,253,5940.24,1686.24
235.8,2383.5,2498.64,2573.1264,307,7362.96,1649.28
208.8,2987.5,2477.64,2252.0784,295,7323.6,1362.72
192.8,3054.2,2462.28,2045.6904,289,7328.16,1208.64
168.7,3055.8,2463.24,2065.5648,284,7410.72,1198.32
152.3,3089.8,2504.04,2583.828,282,7417.44,1061.76
142.4,3092.9,2507.76,2620.5192,263,7411.2,962.4
139.6,3090.6,2505.12,2583.828,272,7345.68,854.4
138.5,3062.9,2472,2172.5808,281,7298.88,760.56
132.5,3053.4,2460.96,2036.5176,295,7217.28,778.8
124.9,2871.6,2510.28,2644.98,311,4429.92,905.52
133.1,2243.3,2510.64,2651.0952,306,2283.6,910.8
152.6,907,2494.8,2452.3512,311,1216.56,1407.12
239.4,369,2477.64,2230.6752,280,1017.12,2873.52
526.3,248.6,2473.68,2190.9264,219,814.56,6080.16
1106,193.2,2468.52,2129.7744,227,702.72,7129.2
2015.7,164.9,2503.08,2681.6712,273,658.8,7363.92
3047.2,150.6,2501.4,2651.0952,283,581.04,7294.8
3040.4,139.1,2437.56,1854.5904,258,542.16,7358.88
3066.9,132.4,2470.32,2232.204,241,499.2,7387.44
3078.8,128.3,2484,2412.6024,229,471.6,7345.2
3061.2,124.2,2462.88,2142.0048,215,453.12,7422.48
3094.4,127.2,2504.28,2651.0952,236,448.08,7392.72
3094,138,2503.56,2638.8648,241,478.8,7097.76
3078.9,172.2,2484.84,2411.0736,247,442.8,6234.24
3076.8,264.6,2482.56,2377.44,265,480.72,4974.24
3072.7,459.9,2483.04,2372.8536,278,634.08,4268.4
1992.9,668.8,2466,2131.3032,297,1011.36,2969.28
636.8,1228.8,2486.76,2447.7648,306,1985.76,2434.8
276.6,2158.8,2493.72,2389.6704,309,4709.28,2058.72
251.8,2888.2,2487.36,2331.576,297,6927.84,1635.6
246.1,3076,2496.96,2438.592,317,7216.32,1452.24
226,3055.2,2462.64,1918.8,325,7349.52,1247.52
187.5,3064.9,2474.16,2137.4184,297,7420.56,1144.32
167.5,3096.1,2511.48,2661.7968,291,7413.12,1056.96
158,3093.4,2508.24,2625.1056,285,7119.36,958.08
153.4,3085.4,2499,2516.5608,276,7318.8,875.76
148.8,3076.7,2488.56,2368.2672,263,6454.8,768.24
137.4,3061.7,2470.56,2140.476,253,4263.36,712.56
126.9,3066.5,2476.2,2206.2144,265,2859.36,870.24
122.2,2803.9,2512.56,2657.2104,280,1042.8,829.2
121.4,1732.6,2509.2,2524.2048,296,763.2,1332
190.9,530.9,2505.24,2585.3568,280,687.12,2175.84
347.3,285.9,2493,2443.1784,252,564,5332.56
755.4,231.3,2453.28,1958.5488,250,541.2,6794.64
1406.5,199.6,2476.08,2316.288,271,529.2,7222.08
2540.6,180.2,2507.16,2713.776,267,474.24,7413.84
3093.9,166.3,2503.56,2661.7968,260,436.08,7419.36
3092.3,157.2,2499.84,2635.8072,253,414.24,7383.12
3077.1,151.9,2481.6,2406.4872,234,408.24,7301.52
3043,148.9,2439.36,1882.1088,211,400.32,7371.6
3075.4,149,2478.72,2371.3248,204,402.96,7403.04
3092.5,152.9,2501.04,2637.336,207,373.2,7123.2
3075.2,168.3,2482.44,2356.0368,203,366,6793.44
3081.9,200.9,2493.12,2447.7648,206,424.8,5493.12
3062.7,254.1,2480.88,2253.6072,210,525.12,4763.04
2220.6,394.5,2463.96,2093.0832,251,647.52,3137.28
887.3,577.3,2493.36,2446.236,314,1349.28,2917.44
279.5,1238.1,2413.44,1437.228,307,3076.32,2294.16
165.1,2215.4,2508.48,2600.6448,268,6011.04,1800
149.9,2764.9,2466.84,2076.2664,302,7345.44,1671.84
152.2,3055.8,2476.68,2143.5336,296,7318.56,1356.24
165.2,3053.8,2461.2,2012.0568,278,7392,1174.8
158.8,3082.1,2495.28,2456.9376,275,7425.6,1063.68
140.8,3095.5,2511.48,2641.9224,282,7390.08,929.28
134.7,3080.9,2493.84,2411.0736,304,7405.92,809.52
124.4,3087.4,2501.88,2524.2048,291,7203.36,724.56
124.5,3085.6,2499.84,2498.2152,272,6300.96,700.56
119.9,3042,2448.12,1816.3704,254,4129.92,681.84
123.7,2986.2,2498.88,2429.4192,243,3196.32,824.4
162.3,2314.3,2512.32,2574.6552,240,1275.84,831.12
257.6,576,2506.92,2473.7544,267,1027.2,1384.56
440.3,265.3,2504.64,2183.2824,226,770.64,3315.84
974.1,200.2,2487.24,2181.7536,251,642.72,5998.8
1732,176.9,2458.32,1784.2656,276,608.64,7053.36
2788.5,166.2,2494.8,2244.4344,283,571.2,7273.2
3093.2,158.7,2502.48,2525.7336,267,522.72,7422
3093.7,149.8,2501.64,2362.152,260,481.2,7418.64
3092,140.6,2499.24,2498.2152,253,451.2,7373.28
3073,134.7,2476.8,2270.424,231,430.56,7294.32
3044.3,131.3,2444.16,1733.8152,226,433.44,7306.08
3058.8,128.6,2463.24,2001.3552,234,431.04,7142.16
3095.5,128.1,2512.32,2567.0112,225,417.84,6855.84
3035.7,128.4,2436.72,1750.632,217,530.88,5631.84
3048,142.1,2501.16,2612.8752,241,566.16,5303.76
2270,190.7,2467.92,2091.5544,285,784.56,3328.32
463.5,335.9,2452.8,1967.7216,320,3016.8,2260.8
258.8,699.9,2503.2,2554.7808,280,5815.2,1891.68
202.5,1534,2504.88,2352.9792,244,7188.24,1446.24
163.5,1960.2,2503.92,2505.8592,259,7398.72,1190.4
182.5,2770.1,2498.76,2475.2832,265,7388.64,1156.56
163.2,3071.9,2493.36,2426.3616,268,7297.68,1095.6
155.7,3041.4,2447.64,1860.7056,240,7269.12,969.6
153.5,3029.8,2433.6,1691.0088,244,7405.68,882.72
144.9,3088,2504.4,2589.9432,268,7384.8,784.8
136.1,3075.8,2491.32,2420.2464,276,7090.08,761.76
130.2,3038.5,2492.52,2417.1888,268,6489.84,665.52
127.6,2939.5,2487.6,2352.9792,255,5327.76,691.44
123.7,2430.3,2466,2034.9888,247,2609.28,936.72
115.5,1125.6,2507.04,2533.3776,303,1129.44,1311.36
126.1,395.8,2507.76,2499.744,342,947.28,2351.76
239.3,251.8,2489.04,2331.576,256,736.32,5658.72
443.1,192.5,2491.68,2472.2256,304,718.8,6926.88
972.3,160.4,2463,2166.4656,300,623.04,7212
1903,143.2,2462.76,2129.7744,276,562.32,7257.84
2863.6,132.4,2426.76,1684.8936,269,527.28,7412.88
3088.8,129.8,2497.32,2585.3568,262,492.72,7376.16
3076.4,125.7,2480.28,2372.8536,253,461.76,7346.88
3076,122.6,2478.48,2301,239,458.16,7319.28
3070.1,119.2,2471.16,2221.5024,247,443.28,7325.52
3061.7,118.9,2464.44,2048.748,250,425.52,7015.92
3091.6,128.4,2500.92,2505.8592,247,455.52,6261.6
3015.2,133.9,2411.28,1353.144,222,491.28,4800.96
2609.1,144.2,2453.88,1843.8888,227,488.88,4384.32
1644.5,153.6,2480.64,2369.796,288,700.56,2875.44
613.1,156.4,2443.44,1895.868,322,2390.16,2737.44
255.7,330.5,2467.92,2221.5024,300,5329.92,2217.36
209.3,553.6,2501.04,2612.8752,259,6954,1664.64
182.1,931.1,2501.16,2553.252,317,7372.32,1491.6
168.1,1993.4,2483.4,2279.5968,325,7379.76,1284.72
143,2662.8,2489.88,2282.6544,299,7298.88,1145.04
133.5,3034.4,2448.24,1723.1136,297,7448.4,1121.52
136.9,3102.9,2522.88,2669.4408,288,7416.48,1043.04
142.7,3090.5,2507.16,2518.0896,276,7412.16,1004.88
148.6,3088.2,2504.88,2528.7912,255,7318.8,875.04
132.9,3051.3,2460.96,1888.224,254,7351.92,763.92
119.9,3062.8,2474.64,2059.4496,267,6989.52,826.08
117.4,3053.2,2468.16,1989.1248,276,4953.84,841.92
125.4,2976.5,2482.92,2195.5128,283,3570.48,859.2
142,2068.9,2408.4,1250.7144,284,1553.76,1255.2
167.6,720.3,2505.72,2501.2728,259,1222.8,2163.36
202.9,334.3,2500.32,2476.812,220,994.56,5372.4
346.5,223.3,2477.76,2316.288,201,808.32,6686.88
717,182.7,2437.92,1776.6216,231,755.04,7189.92
1519.4,164.6,2480.16,2380.4976,233,653.76,7244.16
2452,150,2435.4,1820.9568,220,593.76,7403.52
3089.7,142.3,2496.12,2603.7024,210,549.84,7338
3058.7,131.3,2459.52,2119.0728,196,526.08,7345.68
3062.2,122,2463.24,2171.052,202,499.68,7286.4
3040,115.6,2438.88,1741.4592,205,477.6,7341.12
3079.5,112,2486.64,2336.1624,214,488.16,7236.72
3094.3,111.3,2510.88,2551.7232,209,501.36,6887.04
3092.3,120,2507.76,2499.744,221,525.36,5632.08
3056.4,156.8,2467.92,2111.4288,230,621.12,5297.04
2766.9,289.8,2477.52,2197.0416,280,845.04,3396.24
1135,478.8,2456.04,2027.3448,339,2348.4,2746.32
306.5,890.9,2490,2459.9952,301,5183.28,2410.32
236.4,1861.6,2468.52,2062.5072,254,6993.12,1831.92
187.7,2318.4,2508,2467.6392,302,7339.92,1498.8
197.4,3007.2,2469.96,1993.7112,330,7365.12,1390.8
173.8,3068.5,2481.84,2270.424,298,7323.12,1213.92
156.3,3052.2,2460.12,2010.528,296,7392.96,1082.16
163.6,3081,2495.04,2441.6496,294,7415.76,960.48
154.4,3090.8,2506.44,2603.7024,277,7367.28,824.64
141.5,3069.4,2482.32,2301,262,7394.88,746.4
128.9,3081.1,2496.6,2455.4088,254,7383.84,737.28
124.1,3082.6,2498.64,2409.5448,254,6797.28,647.76
118.2,2885.1,2460.48,1931.0304,262,4819.44,689.04
138,1796.9,2534.64,2904.876,261,3248.88,781.2
179.8,597,2525.52,2779.5144,278,1518.72,900.96
241.9,291.7,2429.28,1498.38,268,1152.24,1665.36
407.5,202,2502.96,2490.5712,255,944.88,4379.52
862.8,166.1,2461.8,2154.2352,229,795.12,6653.76
1400.2,149.1,2438.52,1796.496,255,772.08,7266.48
2396.9,141.1,2482.56,2296.4136,294,674.4,7398
3083,133.1,2499.24,2522.676,287,607.44,7416
3089.3,126.9,2497.68,2585.3568,273,552.72,7398.72
3082.6,122.2,2488.32,2478.3408,270,514.32,7353.84
3064.1,118.9,2465.4,2166.4656,258,496.32,7333.44
3052,118,2455.44,1950.9048,231,482.4,7419.12
3075.4,122.9,2498.04,2508.9168,240,449.52,7404.96
3066.9,131.2,2496.36,2498.2152,248,426,7179.36
2307.7,157.1,2436.48,1694.0664,250,509.52,6650.64
1421.7,231.1,2445,1770.5064,250,557.52,5865.36
647.1,378.5,2470.44,2128.2456,282,682.56,4978.08
248.5,484.3,2444.4,1915.7424,321,1310.4,3810.24
148.5,735.7,2504.04,2667.912,311,3054.24,3066.72
130.5,1613.9,2504.52,2617.4616,290,6104.16,2564.88
116.3,1965.1,2506.8,2629.692,278,7255.92,2208
115.4,2753.5,2493.6,2424.8328,345,7347.6,1835.28
116.3,3051.5,2472.84,2053.3344,299,7341.6,1546.56
115.6,3059.8,2470.08,2070.1512,312,7418.64,1384.8
111.5,3092.6,2508.24,2641.9224,291,7416.72,1255.2
102.2,3091.9,2506.92,2622.048,280,7384.8,1182
94.7,3078.4,2491.32,2426.3616,274,7344.24,1071.12
98,3061.1,2471.16,2152.7064,264,7342.8,910.8
106.2,3052.8,2470.08,2137.4184,264,7184.16,885.12
105.1,2899.3,2473.44,2178.696,234,6989.52,917.52
112.5,2182.9,2442.12,1784.2656,231,4940.16,919.68
192.9,1070.1,2508.96,2634.2784,256,2656.8,1043.76
402.4,478,2502.96,2539.4928,277,1370.4,1688.16
831.2,298.6,2488.8,2371.3248,283,1017.12,4448.88
2008,220.9,2466.48,2015.1144,250,868.08,6434.16
2874,181.6,2473.92,2155.764,213,776.16,7310.64
3091.3,160.6,2501.28,2583.828,284,762.48,7405.68
3091.4,142,2499,2563.9536,270,651.12,7404
3088,131,2494.92,2484.456,276,577.44,7362.72
3068.8,123,2473.8,2192.4552,248,536.88,7355.76
3065.6,120,2469.96,2140.476,233,501.36,7350.48
3063.9,116.7,2467.08,2120.6016,245,479.04,7429.44
3097.4,116.7,2506.92,2609.8176,250,463.92,7200.48
3012.4,117.3,2405.4,1301.1648,246,493.68,7297.92
3077.7,138.5,2483.16,2281.1256,257,487.92,6859.68
3009.8,207.1,2472.36,2120.6016,257,561.84,6229.44
2199,407,2448,1790.3808,243,694.8,5300.16
484.9,569.2,2473.56,2171.052,323,1836.24,4224.24
267.8,1121.5,2499.12,2541.0216,338,5388.24,3283.44
257.6,2185.3,2481,2346.864,282,7080.24,2790.48
217.1,2668,2462.76,1976.8944,273,7376.4,2408.88
197.6,3074.8,2491.08,2352.9792,319,7314.72,2174.88
177.1,3049.8,2456.52,1869.8784,290,7325.28,1882.32
152.9,3053.7,2461.08,2013.5856,295,7419.36,1690.08
151,3093.2,2508.36,2638.8648,282,7415.76,1480.56
154.8,3091.9,2506.44,2614.404,265,7391.52,1290.24
151.7,3081.8,2494.32,2458.4664,265,7313.28,1151.52
145.6,3049.1,2454.96,1953.9624,264,7331.28,1014.24
137.5,3056.8,2464.2,2067.0936,264,7321.2,935.04
125.6,3055,2465.52,2082.3816,276,7238.64,978.72
133.2,2906.5,2508.84,2635.8072,274,5694.24,1027.92
172.4,1840.7,2509.56,2640.3936,280,3052.08,1198.08
286.2,537,2506.2,2565.4824,293,1627.92,1770.24
533.4,295.8,2480.52,2244.4344,273,1376.16,4230.72
1187.1,228.8,2459.16,1911.156,218,1131.36,6432.96
2147,203,2461.56,2086.968,209,993.12,7285.68
3084.3,184.6,2496.24,2586.8856,252,888.48,7401.12
3089.6,168.2,2495.28,2576.184,266,780,7401.36
3088.9,153.3,2493.48,2508.9168,255,704.4,7374.48
3073.7,145.2,2475.48,2296.4136,249,640.08,7321.68
3051.3,138.1,2449.56,1906.5696,227,621.84,7396.32
3082.5,136.1,2487.24,2356.0368,219,591.36,7422.96
3093.6,137,2498.64,2531.8488,247,553.68,7412.64
3093.9,143.6,2501.76,2548.6656,246,533.28,7276.32
3048,170.9,2452.56,1885.1664,241,568.56,6947.28
2744.9,313.8,2478.12,2223.0312,239,571.44,6390.96
1434.1,612.1,2446.2,1807.1976,241,694.56,5790.96
485.9,1223.1,2497.2,2534.9064,300,1546.08,4542.72
255,2131.3,2500.44,2666.3832,348,3964.8,3839.52
295.8,2867.3,2500.56,2588.4144,297,6333.12,3216.48
242,3067.3,2474.4,2232.204,249,7280.4,2585.04
207.5,3072.3,2480.88,2229.1464,334,7333.92,2245.68
192.4,3057.9,2465.64,2074.7376,312,7411.44,2025.84
167.3,3090.4,2504.76,2459.9952,312,7421.52,1757.28
153.4,3094.7,2509.92,2628.1632,302,7385.76,1600.8
145.4,3080,2492.16,2423.304,278,7412.88,1358.16
140.9,3091.6,2506.2,2591.472,270,7348.56,1163.28
131.9,3064.2,2473.32,2177.1672,260,7203.6,1068.96
125.2,3056.3,2464.2,2056.392,248,7215.6,961.68
119.1,3092.9,2508,2596.0584,250,6748.56,1027.68
114.4,2891.7,2509.32,2531.8488,255,3754.56,1036.56
155.8,1779.5,2496.96,2375.9112,257,1697.52,1265.28
275.2,550.6,2497.56,2334.6336,280,1217.52,2038.08
584.4,297.8,2491.2,2326.9896,269,1094.4,3752.4
1256.1,248.9,2447.52,1888.224,239,886.56,6561.84
2224.8,241.6,2499.36,2615.9328,233,810,7173.6
3091.2,221.9,2499.72,2583.828,289,698.4,7278.96
3040,188.6,2436.72,1765.92,278,644.64,7408.32
3088.9,163.8,2493.84,2478.3408,272,583.2,7353.12
3064.5,146.6,2464.32,2117.544,272,535.92,7320.72
3051.6,136.1,2448.6,1983.0096,257,533.76,7413.12
3094,130.9,2499.24,2628.1632,237,496.08,7417.2
3093.9,127.8,2499.48,2620.5192,241,479.28,7260.72
3093.5,132.8,2498.28,2568.54,261,510.72,7071.12
3078.7,150.3,2480.88,2349.9216,261,558,6295.68
3058.5,249,2463.36,2096.1408,267,595.44,5461.44
1878.8,463,2463,2157.2928,296,810.72,4013.04
691.3,665.4,2503.2,2666.3832,324,2078.16,2853.36
285.3,1375,2496.96,2545.608,284,4539.84,2265.36
264.9,2224,2482.8,2354.508,269,6246.72,1860.48
217.2,2631.7,2466.96,2082.3816,271,7364.16,1634.16
194.2,3047.5,2479.8,2221.5024,282,7328.16,1614.72
178.3,3055,2463.24,1932.5592,296,7234.32,1396.32
154.1,3016.6,2416.32,1348.5576,276,7415.76,1279.92
149.1,3092.2,2506.8,2580.7704,284,7382.64,1175.76
144.9,3078.3,2490.36,2356.0368,280,7354.56,1097.52
136.4,3066.9,2476.56,2181.7536,269,7329.12,1030.8
129.1,3056.1,2463.72,2007.4704,252,7342.8,967.2
125.8,3063.1,2472,2174.1096,240,7252.8,844.8
125.4,3087.7,2508.72,2635.8072,232,6133.68,757.44
129.9,2853.7,2418.24,1481.5632,236,5235.36,835.68
164.8,2115.8,2496.84,2478.3408,255,2587.2,960.72
232.9,799.3,2485.56,2308.644,285,1583.04,1151.52
371.5,353.2,2475.6,2197.0416,270,1216.8,2178.72
754,229.3,2454.48,1998.2976,249,1049.28,5295.6
1275.7,185.6,2498.4,2612.8752,238,902.16,6717.84
2040.5,163.6,2497.56,2625.1056,253,821.52,7121.52
2933.1,147.7,2456.28,2086.968,267,732.24,7274.88
3045.6,137.9,2443.32,1921.8576,262,678,7339.44
3059.5,134.6,2460.36,2132.832,260,608.64,7355.52
3067.6,133,2469.12,2238.3192,263,588.96,7404.24
3092.8,130.2,2499.12,2622.048,240,553.68,7201.92
3019.4,125.5,2411.04,1498.38,235,517.44,7394.16
3089.9,130.6,2495.88,2576.184,235,541.68,7071.36
3071.7,132.4,2477.64,2342.2776,238,641.52,6390.24
2789.8,141.9,2451.12,1897.3968,267,717.84,5511.6
1917.5,208.2,2484.96,2308.644,309,1072.32,3873.36
704.5,295.2,2439.12,1785.7944,315,2888.4,3023.52
282.3,587.6,2502.96,2544.0792,265,5904.48,2589.84
255,1004.2,2489.4,2391.1992,238,7330.32,2014.8
215,1685,2467.08,2108.3712,280,7312.32,1828.56
205.1,2435.9,2454.6,1943.2608,291,7378.56,1698.48
182.6,3021.2,2487.96,2383.5552,280,7416.72,1586.4
165.6,3091.8,2507.04,2608.2888,267,7411.68,1391.76
149.9,3090.3,2504.76,2591.472,264,7405.2,1256.16
141.6,3087.7,2501.64,2550.1944,248,7357.92,1188.24
139.5,3068,2478.12,2249.0208,242,7286.4,1065.6
132.2,3037.9,2442.24,1770.5064,245,7358.4,1009.92
133.1,3068.6,2478.84,2252.0784,243,7177.2,849.12
121.3,2852.4,2405.64,1314.924,251,4247.28,927.12
131,2249.4,2501.4,2530.32,254,2981.76,955.92
173.3,1057.9,2495.16,2455.4088,278,2134.8,1071.12
283.6,343.1,2457.72,1972.308,278,1343.28,1807.68
676.2,215.8,2457.12,1999.8264,252,1100.16,4068
1500.2,182,2492.52,2481.3984,255,942.24,6728.64
2354.6,160.9,2496.36,2606.76,255,864.48,7046.4
3020.5,144.2,2414.28,1577.8776,276,782.16,7397.52
3084.3,139.1,2487.84,2522.676,279,698.4,7363.2
3068.6,136.5,2469.12,2218.4448,271,629.52,7320.96
3051,130.7,2448.96,1911.156,261,610.08,7400.16
3084.1,126.9,2488.92,2495.1576,260,566.4,7235.28
3015.5,120.1,2406.84,1406.652,229,546.24,7383.12
3077,120.6,2481.12,2352.9792,219,527.52,7298.4
3042.5,125,2440.44,1839.3024,220,524.64,7344.72
3073.3,133.5,2492.76,2458.4664,216,559.68,6956.64
2013.9,155.9,2463.72,2189.3976,242,738.48,6287.52
698.9,228.9,2437.32,1851.5328,259,872.88,5788.56
267.3,397.3,2402.64,1399.008,324,2847.12,4790.16
225.8,635,2483.52,2447.7648,319,5467.2,3592.08
234.5,1377.3,2482.2,2346.864,244,6479.04,2978.4
190.6,1800,2469.24,2048.748,230,6962.88,2406
172.1,2606.8,2444.52,1741.4592,269,7400.88,2216.16
159.1,3045.4,2499.12,2434.0056,287,7412.88,2033.76
145.2,3087.4,2505.96,2602.1736,271,7406.64,1831.92
144.5,3087.3,2502.48,2562.4248,267,7380.48,1682.88
135.3,3076.7,2489.52,2398.8432,284,7344.24,1461.12
127.7,3061.8,2471.64,2169.5232,284,7325.04,1275.36
119.6,3054.5,2463,2053.3344,271,7178.4,1114.56
110.9,3088.5,2503.56,2580.7704,251,7362.96,1023.84
113.1,3089,2505,2594.5296,262,4911.84,928.32
122.9,2848.6,2503.08,2568.54,262,3221.76,995.04
146,1755.6,2464.56,2094.612,259,2129.76,996.48
192.2,601.6,2488.92,2391.1992,261,1245.6,1289.52
268.4,294.5,2462.4,2034.9888,216,1064.64,2729.04
548.3,206.5,2500.32,2576.184,234,864.48,5546.4
1165.2,170.9,2499.48,2556.3096,258,865.44,6946.08
2081.6,151,2477.88,2366.7384,261,806.16,7147.2
3056.3,140.1,2459.28,1989.1248,268,680.88,7301.04
3054.4,133.9,2454.84,2070.1512,240,620.4,7344
3061.3,129,2460.72,2019.7008,246,580.08,7386.48
3078.4,123.9,2481,2273.4816,265,552.96,7415.04
3090.3,119.3,2496.48,2450.8224,259,522.24,7381.68
3077.7,113.7,2480.76,2279.5968,257,512.4,7378.08
3081.9,115,2487.84,2316.288,241,553.2,7240.56
3068.4,126.5,2472,2097.6696,238,536.88,6818.88
3049,161.5,2450.64,1816.3704,242,570.96,5984.4
3089.9,239.2,2500.92,2528.7912,260,680.88,5656.32
2181.1,346.4,2499.12,2476.812,304,1155.6,4130.88
754.4,467.4,2482.68,2366.7384,303,4226.88,3439.2
295.7,893.4,2479.08,2279.5968,266,3564.48,2741.04
289.4,2087.2,2476.68,1944.7896,232,6344.16,2345.52
242.9,2580.5,2471.04,2073.2088,248,7409.28,2007.6
222.1,3065.2,2503.56,2466.1104,284,7406.88,1884.72
205.8,3087.3,2501.76,2553.252,268,7357.44,1720.32
183.2,3067.3,2477.4,2245.9632,265,7368.72,1586.16
166,3072.1,2483.04,2316.288,253,7275.12,1442.88
152.7,3033.2,2436.36,1733.8152,247,7304.64,1378.32
146.3,3045.2,2451.12,1931.0304,243,7410.96,1251.36
152.2,3089.4,2504.28,2585.3568,234,7218.72,1057.44
149.8,3089.5,2504.16,2568.54,263,7095.84,1025.04
141.5,2954.7,2458.2,1975.3656,271,4722.72,1086.96
155.6,2280.1,2484.6,2310.1728,274,2232.72,1026.72
243.4,873.1,2465.64,2065.5648,291,1236.96,1612.32
464.2,344.9,2482.56,2264.3088,266,1033.68,2764.8
1046.8,230.4,2507.52,2602.1736,244,841.92,5568.96
2067.6,186.6,2504.88,2449.2936,248,758.88,7012.08
2973.8,163.4,2480.52,2259.7224,283,709.68,7177.2
3042.7,145.9,2442,1787.3232,259,657.12,7308
3047.7,136.7,2445.72,1848.4752,253,615.6,7377.36
3074.6,131.6,2477.52,2209.272,255,558.96,7280.64
3034.3,126.3,2429.52,1599.2808,232,525.12,7235.76
3015.6,122.5,2406.72,1313.3952,218,511.2,7329.12
3054.5,124.5,2454.36,1901.9832,218,488.4,7326
3060.8,130.8,2460.72,1993.7112,198,464.4,7273.68
3049.2,143.4,2447.28,1836.2448,181,503.28,7095.36
3019.7,181.8,2525.04,2836.08,197,522.24,6370.56
1947.5,281.8,2496.72,2554.7808,221,627.84,5990.88
712.1,527.6,2495.88,2550.1944,263,922.56,4594.08
263.7,952.6,2489.16,2375.9112,336,2372.16,3588.72
251.3,2145.5,2440.8,1820.9568,339,3614.16,2815.68
222.8,2939,2448.6,1837.7736,291,6001.44,2219.52
199.4,3078.3,2491.68,2305.5864,342,7105.92,2144.16
187,3089.3,2503.68,2482.9272,317,7400.64,1853.52
165.5,3086,2499.84,2482.9272,296,7333.2,1731.12
148.9,3058.2,2466.12,2012.0568,274,7389.6,1650.96
142.5,3081.5,2493.96,2365.2096,281,7338,1482.24
134,3060.3,2468.64,2053.3344,273,7459.44,1354.32
129.4,3110.5,2529.12,2822.3208,258,7315.92,1172.4
124,3090.1,2504.64,2470.6968,231,7362.48,999.36
117.2,3088.8,2502.96,2490.5712,214,6498.48,985.44
134.4,2994.7,2497.56,2440.1208,227,2540.88,1083.84
239.1,2381.5,2496.48,2424.8328,235,2366.4,1097.04
539.5,766.1,2456.88,1869.8784,253,1054.08,1505.04
1026.5,332.9,2498.28,2377.44,245,812.4,3395.04
2097.9,232.7,2500.92,2504.3304,221,696.72,6019.68
2952.8,189.5,2472.6,2323.932,202,614.16,6954.48
3077.5,170.5,2484.24,2493.6288,247,606,7252.56
3080.8,156.5,2485.32,2515.032,253,547.44,7299.6
3049.8,144.4,2448,2019.7008,242,515.76,7401.12
3086.6,139.1,2492.04,2588.4144,240,490.08,7406.16
3088.2,135.5,2493.96,2583.828,223,470.64,7378.08
3080,131.9,2484.12,2469.168,205,461.52,7353.12
3077.8,129.2,2481.84,2435.5344,200,442.56,7367.28
3080.4,132.8,2484,2467.6392,209,424.32,7090.32
3047.7,148.6,2446.44,1986.0672,212,467.04,6714.96
2608.9,203.9,2496.24,2620.5192,229,476.4,5667.6
1278.2,302.8,2498.52,2625.1056,247,539.28,4764.24
382.4,431.5,2482.08,2437.0632,294,858.96,3445.2
282.6,550.9,2481.12,2437.0632,289,2201.04,2903.04
282,1101.3,2467.92,2236.7904,298,3812.4,2434.32
230.9,1699.6,2462.64,2070.1512,260,6304.08,1920.24
199.3,2246.1,2505,2562.4248,296,7376.64,1793.52
189.1,2991.9,2503.32,2533.3776,297,7407.12,1657.44
167.3,3070.7,2502.72,2475.2832,294,7392.96,1548
156.3,3082.5,2496.36,2374.3824,288,7335.6,1406.64
148.2,3058.3,2467.08,2068.6224,262,7332.72,1223.76
140.9,3057.7,2466.24,1999.8264,253,7408.32,1152.48
140.5,3089.8,2505.36,2515.032,247,7128.48,950.16
