lh,rh,ls,rs,w,ll,rl
87.1,77.4,985.56,1822.8,136,120.4,169.3333333
82.9,76.6,1410.36,1499.4,134,119.2,168.6666667
79.6,76.7,1527.96,1144.64,135,118.4,169.6666667
80,76.7,1793.4,1746.36,135,118.8,169.3333333
78.9,77.9,2040.12,1803.2,134,118.8,168.6666667
73.1,77.5,2187.72,1509.2,134,118.4,167.6666667
64,77.7,2181.84,1152.48,131,119,167.3333333
63,77.1,2256.48,1121.12,132,118.4,167
60.2,76.5,2334.48,1038.8,131,117.8,165.6666667
57,75.8,2419.68,627.2,128,115.8,170
59.2,76,2502.24,1664.04,130,117.6,170
58.4,76.4,2483.76,1346.52,129,116.8,168.3333333
58.3,73.3,2448.84,831.04,130,115.2,168.3333333
58,70.9,2458.92,1274,133,117,168.6666667
57.8,70.3,2472.24,1769.88,133,118.8,169.6666667
56.4,70.3,2509.56,2457.84,137,120.2,170
55.5,69.8,2522.28,2628.36,140,119.8,166.3333333
55.2,68.2,2455.32,1536.64,139,117,168
56.8,69.1,2489.64,2132.48,141,117.8,166
57.3,68.1,2449.2,1515.08,141,118,167
59.7,68.3,2472.36,1885.52,144,120,169
63.8,70.4,2510.28,2481.36,147,121.6,169.6666667
64.9,73.2,2510.16,2489.2,148,121.6,167
62.4,73.8,2458.08,1632.68,146,119.8,170
60.7,74.2,2492.76,2191.28,148,121.6,170
58.2,72.1,2460.36,1673.84,146,121.2,171.6666667
57.2,71.4,2479.56,1993.32,143,122.8,170
55.2,69.7,2418,995.68,139,121.4,173.3333333
56.1,70.2,2506.08,2199.12,142,125,171.3333333
55.1,69.1,2490,2156,141,129.2,170.6666667
54.2,67.9,2484.96,1907.08,140,129.2,169
52.8,66.2,2448,1275.96,137,126,171.6666667
52.5,66.2,2483.28,1809.08,138,126,174.3333333
52.3,66.7,2510.76,2210.88,138,126.2,170
50.5,64.8,2417.52,752.64,133,122,172.3333333
51,65.2,2462.28,1462.16,132,122.6,174
51.6,65.3,2487.24,1863.96,132,123.4,172.3333333
51.9,63.8,2452.56,1387.68,129,121.8,171.6666667
54.5,63.7,2241.36,1381.8,129,121,173.3333333
56.1,64.8,2063.88,1936.48,132,122.8,172
60.8,68.6,1572.48,1924.72,134,122.6,170.3333333
66.9,75.1,1006.92,1481.76,138,121.6,171
78.1,84.2,1068,1748.32,144,123,170.3333333
72.6,87.2,777.48,1354.36,147,122.4,173.6666667
68.8,84.1,763.08,1319.08,150,122.4,176
66,83.9,670.08,1487.64,148,122.2,175
63.4,81.8,819.6,862.4,148,120.8,175
60.9,79.1,761.76,523.32,147,120.2,176.6666667
60,79.5,772.56,70,147,120.6,175.3333333
59.4,77.7,892.8,70,145,120,176.6666667
59.7,77.6,960.36,760.48,143,121.4,176.3333333
60.2,77.5,1063.8,1289.68,142,121.4,175.3333333
62.4,78.4,1144.08,1764,141,120.8,174.6666667
65.3,80,1426.8,1620.92,140,120.4,173.6666667
63.2,83.5,1517.28,1515.08,140,119.8,171.3333333
65,83.5,1522.56,1038.8,137,118.6,172.6666667
64.9,86.2,1930.92,1579.76,137,119.6,173
64.3,83.5,2181.24,2007.04,135,119.8,173
67,87,2297.88,1693.44,134,120.4,170.3333333
61.5,86.1,2159.28,1444.52,131,118.8,170
61,82.9,2398.68,1615.04,134,120.4,169
58.4,83.1,2458.44,1232.84,134,121.4,170.6666667
56.3,82.1,2487.48,1519,135,123.8,171.3333333
55.1,81.2,2502.6,70,138,124.2,171.6666667
54.7,80.2,2507.88,929.04,135,129.4,170.3333333
53.4,76.5,2468.88,946.68,132,125.6,172
53.9,75.2,2479.92,1909.04,135,124.6,170.6666667
56.2,73.9,2460.6,1566.04,139,122.4,172.3333333
59,74.1,2504.28,2316.72,145,123,171.6666667
59.9,72.8,2502,2279.48,149,122.2,168.3333333
58.9,69.7,2436.72,1213.24,149,119.6,170.3333333
59.4,68.6,2474.88,1914.92,151,120.6,173.6666667
61.7,68.4,2505.6,2418.64,154,121.8,172.3333333
69.2,67.4,2466,1785.56,153,120,174.3333333
86.6,68.7,2506.8,2426.48,155,120.2,174
97.3,68.9,2508.36,2450,157,119.6,172
90,69.1,2503.32,2355.92,154,118.6,168.3333333
81.8,68,2450.76,1493.52,152,116.4,169
76.8,68.5,2474.52,1909.04,150,116.8,168.3333333
70.8,67.8,2462.28,1709.12,148,115.8,170
65.9,68.1,2510.64,2255.96,150,117.8,169.3333333
61.8,67.4,2510.16,2500.96,148,117.4,168
59.1,66.7,2492.52,2203.04,148,116.4,168
57.4,66.3,2495.16,2222.64,147,115.8,166.6666667
54.9,65.8,2461.8,1715,142,114.6,165.6666667
52.5,64.4,2449.2,1515.08,138,113.6,168.3333333
52.5,64.9,2511,2210.88,138,115.4,168.3333333
52.1,65.1,2509.92,2197.16,135,115.2,167
52,66.6,2488.08,1912.96,132,114.4,168
53.9,66.4,2487.84,1881.6,131,114.4,167
56.1,65.3,2449.44,1385.72,129,113.2,167.3333333
59.5,65.7,2235.6,1530.76,128,113.4,168.6666667
63.5,66,2312.52,2103.08,130,114.4,165
59.6,63.2,2005.56,629.16,131,111.2,169.6666667
60.5,66.3,2022.6,1854.16,141,113.4,170.6666667
60,71,1784.76,1920.8,144,113,170
60.8,75.8,1704.6,1305.36,140,111.6,171
61.6,77.4,1827.6,1575.84,139,112,168.3333333
65.3,76.4,1614,735,135,109.8,172.3333333
65.3,75.8,1790.52,1844.36,138,112.4,169.3333333
64.8,73.1,1658.28,1277.92,136,110.8,170.6666667
64,72.7,1649.88,1999.2,134,112.2,169
62.9,71.6,1630.8,1424.92,131,111.6,168.6666667
61.7,71.5,1633.44,1424.92,131,111.2,170.3333333
61.6,72.9,1756.92,2007.04,131,112.2,166.3333333
59.6,73.5,1816.44,346.92,126,109.2,170.6666667
61.7,73.9,1958.04,1311.24,130,111.4,168.3333333
63.9,71.4,2078.28,601.72,129,110,170
67.6,71,2139.24,870.24,128,110.6,170
66.8,70.2,2098.56,903.56,127,111.2,167.6666667
65.2,70.1,2161.68,635.04,126,111,169.3333333
61.3,70.9,2350.2,1650.32,127,112.2,168
59.4,73.3,2466.24,1403.36,127,111.2,167.3333333
58.3,72.9,2483.04,1799.28,127,111,166
55.3,71.1,2454.48,70,129,110,167
56.5,71.2,2480.88,70,132,110.4,168.3333333
55.4,69.9,2509.68,2408.84,139,111.2,167.6666667
53.7,68.2,2508.84,2428.44,143,111,167
53.3,67.2,2507.52,2399.04,148,110.8,165
53.7,66.1,2473.92,1820.84,150,109.8,164.3333333
53.7,66.1,2456.28,1548.4,152,109.2,165.6666667
53.6,66.2,2489.76,2087.4,156,111.8,166
55.8,66.1,2504.52,2383.36,160,116.4,163.3333333
57.5,64.3,2421.12,1056.44,158,116.6,170.3333333
67.4,65.1,2505.84,2375.52,163,119.6,170
80.9,64.5,2486.16,2071.72,163,117.8,169.3333333
84.2,64,2445.48,1393.56,162,116,170.3333333
78.3,64.4,2462.88,1673.84,161,116,173.3333333
73.3,64.8,2510.52,2451.96,160,117,174.6666667
67.7,64.1,2510.04,2453.92,158,116.6,173.6666667
62.5,63.7,2498.4,2281.44,156,115.8,171.6666667
58.7,63.6,2476.2,1958.04,154,114.8,171
55.5,63.5,2462.28,1713.04,152,113.8,172
54.8,63.8,2498.16,2297.12,153,115.2,168.6666667
52.1,62.9,2433.48,1246.56,148,112.8,171.3333333
51.9,64,2505.12,2426.48,149,116,170.6666667
51.2,64,2498.88,2003.12,146,116.8,169.3333333
50.5,63.8,2479.92,1618.96,143,118,168
49.9,63.5,2456.4,1295.56,140,118.4,171.6666667
51.4,64.8,2521.8,2410.8,142,120.6,171.6666667
50.5,64.1,2363.04,1960,140,118.8,167.6666667
49.5,63.7,2112.12,588,135,115.2,170.3333333
51.7,66.6,2209.56,1826.72,139,117,169.3333333
55.3,67.7,2173.8,1201.48,139,115.8,168
60.1,69.9,1979.88,887.88,141,115.8,169.6666667
63.1,70.6,1909.2,1852.2,143,116.8,170.3333333
63.9,69.4,2026.32,1991.36,143,116.4,169.3333333
62.4,69.2,2091,1569.96,142,115,167.3333333
60.8,68.7,1917.36,1003.52,141,113.6,170.6666667
59.3,69.5,1848.12,1793.4,143,115.2,169
58.1,68.8,1797.24,1181.88,140,113.6,170
57.6,70.4,1715.64,1811.04,141,115,169.3333333
57,71.3,1767.48,1807.12,139,116.8,169
56.6,69.9,1754.16,1842.4,137,116,167.6666667
55.9,69.3,1791.72,1742.44,136,115.2,166
55,68.5,1810.2,1315.16,136,113.8,165
55,67.7,1867.68,1113.28,134,112.8,166.3333333
56,68.8,2197.08,1611.12,136,113.4,165.6666667
55,68.3,2127.96,1489.6,133,113,166
55.2,68.9,2104.68,1399.44,132,113,165.3333333
54.7,67.5,2188.2,1403.36,131,112.6,164
56.1,68.1,2201.52,1174.04,132,112.8,165
55.1,67.3,2349.72,1101.52,131,112.6,164.6666667
56.9,66.6,2451.48,687.96,132,113,166.6666667
56.4,67.2,2508.72,1291.64,133,115,166.6666667
55.7,66.5,2502.36,1421,136,114,166.3333333
56.2,66.1,2494.08,1526.84,136,113.2,164.6666667
55.5,65.8,2467.44,1669.92,136,112,164.3333333
55.5,64.4,2470.08,1475.88,137,112,166
56,64.3,2510.88,2418.64,140,113,161.3333333
54.1,62.5,2415.48,942.76,139,110,165.6666667
55.5,64.9,2503.44,2326.52,147,113.2,165.3333333
54.5,65.2,2492.4,2201.08,146,113.6,164
53.5,65.7,2469.96,1862,147,114.4,163
56.5,67.6,2455.08,1597.4,153,115,166
65,72,2512.2,2506.84,162,116.4,161.6666667
75,73.8,2416.92,991.76,158,112.6,165.3333333
82.7,76.1,2506.32,2422.56,161,114.4,163
81.6,73.8,2452.2,1536.64,155,112.4,164
78.1,73.1,2481.84,2010.96,154,113,163.6666667
74.1,71.8,2474.64,1903.16,153,112.4,164.6666667
71.1,71.4,2510.16,2506.84,154,113.4,160.3333333
65.9,68.7,2420.16,1054.48,152,110.6,163
64.1,69.1,2490.96,2140.32,152,112.6,162.6666667
61.6,68.1,2492.52,2205,150,113.2,161.3333333
59.4,66.8,2471.64,1912.96,148,112.4,160.3333333
57.3,65.7,2454,1618.96,146,111.6,162.6666667
56.4,66.2,2509.44,2524.48,146,113.2,162.6666667
55.8,65,2508.24,2203.04,143,112.4,162.3333333
54.5,64,2505.96,2375.52,141,112,161.3333333
52.9,63.2,2492.64,1936.48,140,111.8,159.3333333
51.6,62,2444.88,1291.64,136,110.4,160.3333333
51.3,62.3,2475.12,1683.64,135,111.2,161.6666667
51.2,62.4,2204.4,2152.08,134,111.4,161.3333333
51.6,62.1,2030.04,2085.44,133,111,161.6666667
52.4,62.2,1688.88,2085.44,132,110.8,161.3333333
53.5,62.3,1473.48,1783.6,131,110.2,159.6666667
51.9,62.3,971.52,1185.8,129,108.8,162
52.7,62.9,732,1765.96,132,109.4,163.6666667
52.1,64,571.56,2120.72,134,110,159.6666667
50.3,62,442.8,474.32,133,107.4,162.3333333
50.5,62.8,301.92,1270.08,134,108.6,163.3333333
50.8,64.2,211.2,1607.2,135,109.2,162
51.5,64.5,176.4,1074.08,138,108,163
54.6,65.2,174.48,1593.48,141,109,163.3333333
54.2,66.2,454.2,1779.68,138,109.4,162
53.2,66.2,524.76,1481.76,136,108.4,162.3333333
53.2,66.5,783.96,1677.76,135,108.6,162
53.2,68.5,852,1662.08,135,108.2,160.3333333
54.2,69.8,1026.84,1105.44,134,107,161.6666667
54.2,71.1,1269.12,1579.76,134,107.6,161.6666667
56.3,71.3,1749.48,1575.84,134,107.8,161.3333333
56.6,69.3,2124.12,1479.8,133,108,161
59.4,66.7,2251.08,1397.48,131,109.2,160.6666667
55.8,65.3,2124.96,1491.56,129,109.2,160.6666667
53.5,66.1,2247.24,968.24,128,108.8,161.3333333
53.6,64.4,2313.6,972.16,130,110.4,164.3333333
53.8,64.8,2489.16,1703.24,131,111.4,166
53.8,64.8,2495.88,1111.32,134,111.8,166
53.5,63.8,2498.28,1930.6,137,114.6,165.3333333
52.6,62.8,2480.88,2007.04,135,113,165.6666667
52.4,62.2,2461.32,1640.52,139,111.6,167
54,63.4,2501.52,2365.72,143,112.8,167
54.9,63.8,2508.36,2451.96,143,112.6,166.3333333
55.5,65,2503.2,2379.44,145,112,164.6666667
58.1,68,2477.4,1973.72,148,112.2,164.6666667
65.3,73.9,2480.76,2046.24,152,114.4,164.6666667
73.5,81.8,2464.08,1767.92,152,114.8,167
89.8,92.9,2504.52,2393.16,154,115.8,167
101.2,101.9,2510.04,2489.2,156,115.6,167.3333333
98.7,101.3,2509.08,2444.12,158,116,167.6666667
92.7,97.3,2498.16,2259.88,158,116,166.6666667
86,92.5,2467.8,1785.56,154,114.8,165
78.5,88.1,2447.28,1471.96,154,113.4,167
74,85.7,2506.2,2397.08,153,114.6,167
70.3,82.1,2508.36,2154.04,150,114.2,166.6666667
65.8,78.3,2507.64,2148.16,147,113.6,165.3333333
61.6,75.7,2501.76,2393.16,145,113.2,163.6666667
57.8,73.1,2475,1958.04,144,112,163
55.1,70.6,2465.88,1781.64,142,112,164.6666667
53.8,70.1,2505.24,2430.4,142,113,164.6666667
52.3,69,2507.04,2463.72,141,114,163.6666667
51.5,68.7,2493.48,2067.8,137,113.6,163.6666667
51.1,68.3,2496.84,2040.36,134,112.8,163.3333333
51.8,68.2,2488.08,1879.64,132,112.4,162.3333333
51.9,68,2241.96,1509.2,130,111.4,164.3333333
57.6,67.9,2383.56,2071.72,132,111.8,164
58,71.7,2238.36,1764,131,111.2,163.6666667
60.4,75.2,1499.88,1666,132,110.4,163.3333333
58.5,75.8,1303.68,1762.04,132,110.2,162.6666667
57.5,74.4,941.76,1456.28,133,109.8,162
56.1,75,662.64,1393.56,136,109.2,163.3333333
55.2,74.5,479.4,1971.76,140,110.4,160
53.3,71.3,435.36,474.32,137,107.4,164
53.8,73.9,443.88,1893.36,138,109.8,163.3333333
53.5,74.7,311.04,1687.56,135,108.8,162
53.2,78.3,312.96,1301.44,134,107.6,161.6666667
53.8,80.4,478.8,1330.84,134,107.4,163
54,80.2,527.04,1862,134,108.4,158.3333333
52,78.5,616.2,433.16,130,105.6,162
52.9,79.3,1079.76,1893.36,133,108.2,160.6666667
53.5,77.7,1115.64,1579.76,131,107.4,160
52,78.4,1494.84,1193.64,130,106.8,160
52.1,78.5,1810.68,1407.28,130,107.8,161.6666667
51.9,81.9,2029.92,1822.8,131,109.8,162
55.2,80.6,1960.08,1730.68,129,109.4,162.3333333
55.5,80.2,2223.12,1646.4,131,110.2,162.6666667
53.8,81.1,2304.48,1471.96,128,110.8,162
55.4,87.8,2445.84,1148.56,127,114.4,162
53.6,96.1,2453.64,674.24,126,114.2,164.3333333
58.2,92,2504.28,1520.96,130,115.2,163.6666667
66.7,85.3,2508,1877.68,140,117.2,163
65.9,80.6,2500.8,2287.32,142,117,162.3333333
64.7,77,2484.6,2077.6,145,115.6,162.6666667
64.8,73.9,2470.8,1862,149,114.4,165.6666667
63.5,72.2,2485.44,2097.2,149,114.4,164.3333333
60.6,69.5,2410.08,882,148,112.2,165
63.5,69.5,2421.12,1058.4,152,112.2,169.3333333
73.8,73.1,2493.48,2230.48,156,114,170
92.7,77.7,2487.48,2150.12,154,113.4,168
109,82.2,2458.2,1662.08,152,113.6,168.6666667
115.7,83.3,2486.4,2038.4,151,114.2,169.6666667
111.1,82.6,2509.8,2504.88,150,114.6,165
101.6,79.2,2421.84,1040.76,144,111.4,168.3333333
98.9,79.7,2496.36,2232.44,146,113.4,168
94.8,78.6,2486.4,2083.48,145,113,167
91.8,77.3,2460.96,1673.84,143,112.4,168.6666667
90.1,77.4,2493.12,2187.36,144,113.2,169
84.9,76.8,2510.64,2277.52,145,113.2,168
76,75.2,2505.72,2179.52,146,112.8,167.6666667
66.7,73.9,2498.52,2332.4,144,112.2,166.3333333
61.6,71.9,2496.6,2303,141,111.8,163.3333333
57.7,69.1,2445.48,1470,138,110.4,165.6666667
56.2,69.4,2494.8,2173.64,141,111.4,165.6666667
55.7,68.4,2503.68,2412.76,142,112.4,165.6666667
54.4,67.6,2504.64,2436.28,140,115.6,163.3333333
53.1,66.3,2471.64,1593.48,139,117.8,163.6666667
52.8,66.1,2479.08,1722.84,138,120.6,162.3333333
52.5,65.3,2452.68,1411.2,135,120.8,162.6666667
53.8,64.8,2451,1368.08,134,120.2,164.3333333
54.7,65.5,2254.8,2167.76,135,121,164.3333333
55.2,65,2261.16,2014.88,134,120,164
57.9,64.8,1882.2,1797.32,132,119,164
59,65.1,1406.88,1744.4,133,118.6,162
59.8,66.8,987.36,1181.88,132,118.4,162.6666667
61.3,68.8,583.08,1136.8,132,117.6,166.6666667
61.2,69.8,556.8,1879.64,135,118.8,164.3333333
58,69.9,570,774.2,130,116.4,167.3333333
58.4,72,336.96,1746.36,132,118,167.3333333
57.2,71.3,389.52,1436.68,131,116.8,167.3333333
55.6,71.9,497.76,1183.84,130,116.2,169
56.2,72,484.8,1811.04,133,117.2,169
55.4,71.2,296.76,1893.36,132,117,168
54.3,70.1,575.04,1730.68,130,116.6,166.3333333
53.4,68.8,705.96,1297.52,130,115.4,165.6666667
53.7,68.9,580.2,1076.04,130,114.8,165
53.2,69.2,1180.68,1209.32,132,114.4,166.6666667
53,71.4,1421.64,1881.6,133,115.4,162
52.1,72.8,1649.28,439.04,129,112.2,166
54,75,2288.76,1575.84,132,114.6,165
55.8,75.5,2205.48,1487.64,131,113.8,163.3333333
57.6,75.6,1987.44,1027.04,129,112.8,163.3333333
61.4,75.8,2207.16,1252.44,128,113,165.3333333
62.8,75.8,2429.04,1564.08,130,113.8,165.3333333
63.3,74.4,2503.2,1509.2,132,113.2,162.3333333
62.2,72.3,2445.6,801.64,131,111,165
62.8,71.8,2487.96,1236.76,135,112,165.3333333
62.4,71,2489.04,1987.44,138,112,164.3333333
62,70.5,2469.36,1820.84,146,111.2,165.3333333
61.6,70.5,2505.48,2430.4,154,114.2,165
62.2,70.4,2499.6,2328.48,158,113.2,163.6666667
64.9,71.4,2454.36,1587.6,159,111.4,171.6666667
74.2,75.1,2491.44,2201.08,162,112.4,170.6666667
84.6,84.8,2485.32,2126.6,165,111.8,168.3333333
100.5,110.2,2473.56,1922.76,171,111.8,173.6666667
118.3,123.6,2490.24,2165.8,174,111.8,172
102.9,120.7,2495.88,2238.32,176,111.8,171
89.7,116.7,2491.92,2206.96,177,111.4,171
81.4,111.8,2477.4,1969.8,173,110.6,169
75.7,107.3,2467.8,1818.88,167,110.6,168
71.4,104.1,2454.48,1605.24,164,111.8,171.3333333
71.8,104,2510.4,2508.8,167,114,173
72.6,100.5,2510.4,2508.8,168,114,178
70.9,95.2,2508.24,2473.52,164,113.8,178.6666667
68.7,90.7,2492.16,2218.72,159,112.8,175.6666667
63.7,87.5,2472.6,1905.12,155,111.8,175
58.7,84.6,2477.52,1965.88,152,112,176
55.1,82.2,2509.2,2342.2,152,112.8,174.3333333
52.9,77.8,2488.44,2150.12,150,112.6,172.3333333
51.6,74.7,2464.32,1685.6,147,110.6,172.3333333
51.2,72.9,2488.44,1895.32,147,110.8,170.3333333
50.9,70.8,2459.88,1424.92,144,109.4,170.6666667
51.9,70.5,2480.88,1744.4,144,109.6,171.6666667
53.2,69.6,2506.8,2210.88,144,110.4,171.3333333
53,69,2502.36,2244.2,142,110.2,170.6666667
53.3,68.8,2276.52,2085.44,141,109.8,170
52.4,67.9,2217.24,1356.32,138,108.8,169.6666667
53.5,67.7,1894.92,903.56,138,108.2,171
56.5,71.1,1582.44,1522.92,141,109,172.6666667
57.8,78.1,1103.16,1824.76,145,109.6,172.6666667
62.8,83.7,842.76,1746.36,148,109.2,170
74.6,85.4,317.88,1079.96,148,108.2,170.6666667
74.3,92.2,316.44,1550.36,148,109.4,169.3333333
73.3,96.5,138.48,1121.12,143,109.4,170
72.7,97.3,139.2,1493.52,142,110.4,170.3333333
69.3,97.5,254.64,1840.44,140,111.2,169.3333333
65.6,92.9,318.36,1566.04,138,111,168.6666667
64,89.3,453.12,1618.96,136,111.8,167
61.8,87.2,634.8,1262.24,134,112,165.6666667
60,85.9,614.4,1013.32,133,111.6,167
59.1,88.1,789.48,1579.76,133,112.2,167.3333333
57.8,92.2,877.08,1713.04,133,112,167
57.2,92.1,1125.96,1767.92,134,111.6,166
56.7,94.9,1399.92,1632.68,133,111.2,165.3333333
60,94.6,1770,1507.24,133,110.8,163.3333333
58.6,95.5,2164.8,983.92,131,109.6,164.6666667
61.5,93.7,2165.76,1344.56,134,112.8,166.3333333
59.4,90.8,2241.72,1450.4,133,119.4,167.6666667
57.2,88.2,2344.92,1456.28,133,129.2,172
58.1,86.4,2453.16,1452.36,132,139.4,176.6666667
59.4,83.4,2490.48,1526.84,135,146.4,180.3333333
61,79.6,2440.8,605.64,132,142.4,184.6666667
63.4,76.3,2500.44,1634.64,133,142,183.6666667
63.2,74.3,2503.2,1922.76,135,139.4,178.6666667
62.8,71.8,2432.76,985.88,133,135.2,181.3333333
63.7,71.8,2502.72,2326.52,142,137.6,179.6666667
64.8,70.6,2480.28,1961.96,145,136.6,178.3333333
64.7,70.2,2462.76,1738.52,146,137.4,180
68.3,70.1,2503.44,2404.92,152,137.6,180.3333333
69.1,69.8,2510.16,2518.6,156,138.4,177
71.6,68.8,2433.96,1242.64,155,136,180
72.5,72.6,2502.6,2332.4,161,136.4,178.6666667
70.3,72.4,2480.16,1969.8,162,133.8,178.6666667
68.1,71.7,2465.4,1726.76,161,133.4,177.3333333
66,71.8,2447.16,1426.88,158,132.6,180.3333333
65.6,72.5,2502.36,2295.16,155,134.8,180.3333333
64.8,71.6,2493.48,2185.4,152,137.8,180.6666667
64.9,71.2,2501.76,2346.12,152,139.6,180
67.2,70.3,2475.6,1924.72,150,137.2,178
67.6,69.6,2467.56,1609.16,150,136.6,179
65.1,69.9,2508.48,2210.88,150,135.6,174.6666667
60.9,68.5,2415.48,972.16,146,130.6,178.6666667
59.5,70.1,2508.96,2475.48,149,132.4,176.6666667
57,69,2492.88,2228.52,147,131.6,176
55.6,69,2490.96,1895.32,146,130.4,174.6666667
53.6,67.8,2466.84,1575.84,142,128.8,176.6666667
53.2,67.8,2509.8,2189.32,143,130.4,175.6666667
53,67.1,2508.36,2048.2,141,131,174.6666667
53.1,66.4,2493.6,1803.2,139,130.2,175
54.3,66.3,2499.12,1920.8,137,129.2,174.3333333
55.1,67.3,2487.72,1675.8,137,127.8,173
56.3,70.6,2385.12,1536.64,134,126.6,174.3333333
59.9,74,2383.8,2024.68,136,127.4,174
59.3,74.9,2226.96,1958.04,136,126.8,174
59.5,78.3,1994.04,1926.68,135,126.2,171.6666667
57.2,81.3,1777.08,915.32,131,123.8,173
56.3,83.9,1693.92,1334.76,131,124.2,174
55.2,84.1,1895.52,1438.64,131,124.6,175.3333333
56,92.1,1771.68,1764,135,125.6,175.6666667
56.8,93.2,1649.52,1742.44,138,126.8,184
58.1,88.9,1870.56,1403.36,141,133.4,187.6666667
55.7,86.4,2032.8,1340.64,139,133.2,186.3333333
53.9,82.9,2081.76,864.36,135,132.4,187.6666667
53.2,81.5,1913.88,1083.88,134,131,187.3333333
53.3,82.9,1923.48,1887.48,134,130.6,185.3333333
53.3,86.3,2148,1916.88,135,129,181.6666667
53,89,2175.36,1201.48,132,126.8,182
54.2,93.3,2205.96,1569.96,133,127.2,179.3333333
55.1,95.2,2069.88,960.4,130,124.6,180.6666667
60,96.6,2402.76,1470,130,125.2,181.6666667
64.6,98.7,2311.68,2224.6,132,127.8,181.3333333
62.5,101.4,2495.16,2187.36,133,127.2,180.6666667
63.4,103.5,2478.72,2044.28,133,125.4,178
66.2,100.2,2464.32,1450.4,133,123.8,176.6666667
69.6,97.5,2459.04,1473.92,133,122.8,176.3333333
76.2,96.3,2482.44,2044.28,137,122.8,176.3333333
80.3,97.3,2507.16,2412.76,142,123.4,176
80.2,94.9,2507.88,2359.84,148,123,173.6666667
79.1,91.2,2467.32,1767.92,153,121.6,174.6666667
78.5,89.6,2487.36,2089.36,159,123,173.3333333
76.4,86.2,2457.96,1642.48,163,123.8,175.6666667
77.2,84,2489.28,2132.48,171,132.2,177.6666667
81.6,82.9,2504.28,2346.12,176,141,176
87.9,84,2418.72,978.04,173,137.4,181.3333333
99.9,94.5,2507.88,2469.6,180,138,178.6666667
102.9,100,2479.08,2142.28,180,135.6,177.3333333
97.6,102.5,2460.84,1858.08,177,133,179.3333333
92.8,99.9,2495.4,2436.28,178,133,179.6666667
86.5,97.5,2504.52,2540.16,175,132.2,175
80.4,94.1,2423.4,1193.64,168,128.2,179.3333333
79.3,97.1,2496.96,2314.76,168,130.2,180
77,98.9,2484.72,2148.16,169,129.2,177.6666667
74.7,99.4,2457.48,1765.96,170,127.8,178.3333333
73.5,98.6,2496.96,2426.48,170,129.6,178.3333333
70.4,96.9,2510.04,2512.72,166,130.2,177.6666667
66,93.2,2508.24,2430.4,167,129.4,177
61.5,88.7,2500.56,2461.76,163,128.2,175
57.9,84.6,2476.2,2024.68,161,126.8,173
55.5,80.7,2447.88,1573.88,159,125.8,175
55,79.7,2498.4,2295.16,155,128.2,175.6666667
54.6,78.5,2509.68,2032.52,154,128.6,175
55.1,77,2507.28,1940.4,153,128.4,173.6666667
54.5,74.3,2472,1403.36,149,126,175.3333333
56.5,74.4,2472.84,1442.56,149,126.2,175.6666667
60.2,78.6,2456.64,1281.84,149,128.2,176.6666667
68.4,90.6,2220.72,1948.24,150,130.4,174.3333333
73.7,102.4,2223,1348.48,149,129.4,179.3333333
78.3,102.2,2253.96,1593.48,155,129,179
72.1,106.3,2075.16,1871.8,156,127.4,176.6666667
72.5,103,1586.76,1438.64,151,125.2,175.6666667
71.8,99.2,1662,1315.16,148,124.2,176.3333333
73.8,97.7,1684.44,1961.96,147,125.2,176.6666667
74,95.2,1542,1995.28,148,125,175.6666667
70.3,92.1,1683.84,1954.12,148,125.6,173.3333333
65.8,88.7,1581.24,1411.2,146,124.8,174
63.8,87.9,1604.4,1797.32,144,124.6,171
61.7,84.6,1566,1032.92,140,122.2,173
60.7,84.6,1869.84,1983.52,142,123.8,173
60.2,84.5,2020.68,1740.48,142,122.6,172.3333333
58.7,84,2188.56,1428.84,139,121.6,173
58.4,85.8,2317.56,1666,138,121.2,170.6666667
58.8,88.2,2332.8,1162.28,136,120.2,170
58.1,89.9,2404.8,1099.56,136,119.6,168.3333333
59.3,90.4,2366.88,768.32,135,118.6,171
60.6,89.3,2503.92,1428.84,138,120,170.3333333
63,86.2,2481.84,70,138,119,170.6666667
64.2,83.1,2483.52,1417.08,139,118.8,170.3333333
66.3,81.5,2479.08,1264.2,138,118.4,168.6666667
67.5,77.7,2462.16,1807.12,138,117.6,170.6666667
65.9,76.1,2509.8,2520.56,143,119.4,171.6666667
64.9,75.4,2495.4,2316.72,147,120.8,175.6666667
66.8,76.9,2507.28,2500.96,151,123.8,179
67.9,76.4,2494.68,2301.04,151,124.4,182.6666667
69.5,75.5,2484,2169.72,153,125,183
70.7,75.5,2472.84,1987.44,164,126.8,185.6666667
72.6,78,2511.48,2600.92,180,135.6,188.3333333
72.3,81.6,2510.04,2583.28,180,148.4,186.3333333
77.4,83.5,2458.32,1734.6,174,145.4,186
80.1,86.2,2488.92,2240.28,173,142.2,181.6666667
79.4,87.2,2442.36,1489.6,167,137.2,181.6666667
79.9,87.6,2473.08,1983.52,166,136.6,183
79.3,86.6,2511.12,2595.04,166,137.4,182
77.5,85.1,2509.2,2540.16,165,136.8,180.6666667
76.4,84.6,2505.72,2399.04,165,136.4,178.3333333
74,82.6,2471.52,1948.24,162,135.4,177.6666667
72.2,80.4,2475.24,2003.12,162,135.4,176.6666667
69.3,79.1,2467.56,1638.56,161,134.8,178.3333333
66,78.9,2510.4,2465.68,162,135.4,178
