lh,rh,ls,rs,w,ll,rl
152.677,250.495,2442.48,2393.68,110,115.2,170.3333333
153.748,256.088,2435.2,2382.32,109,117,171.6666667
176.12,292.978,2438.4,2384.72,109,118.2,173
263.466,432.684,2455.36,2400.72,111,120.4,175.3333333
513.366,674.254,2472.88,2417.36,113,120.6,175.3333333
888.573,865.725,2472.96,2417.92,112,120,175.3333333
1315.069,1034.229,2461.68,2406.32,111,119.8,175
2476.628,1326.136,2457.84,2403.28,111,118.8,174
2540.65,1755.25,2444.8,2390.32,110,119.2,174.6666667
2667.385,2293.011,2459.2,2404.88,110,117.2,172
3328.906,2947.392,2426,2376.48,108,119.2,174.6666667
3679.242,3336.522,2472.24,2421.6,110,118.2,173.6666667
3648.897,3527.398,2462.64,2414.32,109,117.8,173
3655.918,3619.028,2456.64,2407.76,109,116.8,171.6666667
3634.498,3632.951,2442.08,2398.72,108,116.6,171.3333333
3632.832,3634.022,2440.96,2394.8,108,118,173.3333333
3679.599,3680.551,2472.4,2423.36,110,117.6,173
3675.315,3676.505,2469.44,2427.44,110,117.4,172.6666667
3674.006,3675.315,2468.56,2428.16,110,117.2,172.3333333
3670.436,3671.626,2466.08,2424.4,110,115.8,170.3333333
3630.809,3632.237,2439.52,2394.48,109,116.6,172
3666.866,3668.175,2463.68,2418.32,111,117,172.6666667
3679.837,3681.265,2472.48,2422.48,112,116.8,172.6666667
3677.814,3679.242,2471.04,2419.52,112,116.4,172
3669.96,3671.15,2465.76,2413.04,111,116,171
3654.371,3655.799,2455.36,2402.16,110,115,170.3333333
3630.809,3631.999,2439.44,2388.08,109,116.2,172
3668.889,3669.96,2465.04,2412.24,110,116.4,172.3333333
3673.411,3674.72,2468.08,2415.84,110,116.8,172.3333333
3679.837,3680.313,2472.48,2421.6,110,116.2,171.6666667
3666.747,3625.93,2463.68,2410.08,110,115.4,170.6666667
3652.348,3247.748,2454.16,2399.6,110,114.2,169
3587.731,3048.185,2429.52,2377.04,108,116,171.3333333
3568.81,2318.953,2467.28,2412.64,110,116,171.6666667
3530.254,1399.083,2471.6,2417.36,110,113.6,167.6666667
2465.561,716.618,2421.04,2369.84,107,116.2,171
1957.074,449.106,2468,2416.24,109,115.4,169.3333333
863.702,354.858,2444.88,2394.08,107,115.2,169
319.039,309.876,2442.48,2400.64,107,116.4,170.6666667
202.895,290.955,2470.96,2430.88,108,116.2,171.3333333
177.667,277.984,2472.08,2434,109,115.8,171
170.17,269.178,2464.8,2433.44,109,115,169.6666667
167.433,260.967,2451.52,2412.4,108,115.8,170.6666667
167.195,256.445,2464.88,2423.76,110,114.8,169
168.623,248.948,2443.52,2402,109,116,171
169.575,247.639,2470.8,2426.16,110,115.6,171
174.335,247.758,2472.24,2428.88,110,115,170.3333333
185.759,252.637,2463.28,2422.08,109,114.4,169.3333333
208.607,260.491,2451.2,2409.12,108,114.8,170
230.027,271.082,2463.28,2414.72,109,113.8,169
255.255,283.458,2446.48,2394.72,108,115.4,171.6666667
327.25,316.302,2484.72,2433.76,110,114.6,171
521.22,428.4,2473.76,2423.44,110,112.4,168.3333333
814.317,624.155,2427.92,2379.36,109,114,172
1418.361,887.383,2463.76,2411.2,112,113,171
1828.435,1169.294,2442.16,2390.8,113,113,170.6666667
2301.698,1673.14,2445.92,2394.96,116,114.2,172.3333333
2897.293,2359.532,2473.6,2420.72,119,114,171.6666667
3174.444,3102.925,2471.2,2420.96,119,113.8,170.6666667
3661.749,3398.521,2460.64,2412.16,117,113.4,170.3333333
3647.112,3574.879,2459.2,2409.52,117,113.2,170
3655.085,3656.156,2456.08,2407.52,117,112,168
3620.099,3621.408,2432.4,2383.36,115,114.6,172
3703.994,3705.422,2488.8,2439.44,120,113,169.6666667
