lh,rh,ls,rs,w,ll,rl
72.704,53.25,2444.08,2435.44,292,5220,4912.32
72.136,53.25,2458.88,2451.2,282,4508.16,4131.12
70.574,52.35,2433.2,2425.6,270,4002.72,3493.44
69.793,53,2456.88,2449.04,256,2535.36,3220.32
69.793,51.95,2427.2,2419.44,242,1792.8,2835.36
72.42,53.2,2471.36,2463.92,224,1507.68,2554.32
72.846,53.6,2469.12,2461.04,224,1375.68,2344.56
72.278,51.85,2464.56,2456.64,210,1268.64,2130.96
69.793,49.7,2437.36,2428.96,204,1222.08,1984.32
66.74,48.9,2460.64,2452.08,196,1052.4,1860.96
59.214,47.9,2472.48,2463.6,190,970.8,2278.8
51.759,47.45,2469.76,2461.36,196,905.28,2066.4
46.931,47.2,2469.12,2460.32,184,833.52,1750.8
44.162,46.2,2450.56,2441.92,208,744.48,1628.16
43.523,45.2,2438.88,2430.24,186,691.44,1550.4
43.736,45.55,2462.48,2451.52,196,660,1454.88
44.233,46.2,2472.72,2461.6,196,624.72,1312.56
44.588,45.75,2468.88,2459.2,188,635.52,1187.28
44.446,45,2465.36,2455.92,198,656.64,1085.04
47.286,44,2465.2,2455.2,218,708.24,1021.68
54.883,42.7,2439.36,2429.44,234,750.72,931.68
77.035,46.05,2464.16,2454.48,256,783.84,944.64
110.902,53.3,2415.36,2405.2,350,832.56,1041.84
147.609,61.2,2468.8,2458.48,356,985.44,1023.84
165.856,68.15,2467.36,2457.2,348,1272,1051.2
160.957,69.8,2448.4,2439.52,482,1836.72,1699.44
141.077,76.5,2439.28,2430.24,502,2976,3893.52
134.829,82.9,2465.84,2455.2,452,3767.28,5926.32
122.972,80.6,2470.48,2459.36,450,5193.12,6740.64
115.659,75.4,2420.24,2409.2,476,6312.96,6818.4
110.121,74.25,2466.8,2456.48,436,7115.04,7202.16
104.015,71.5,2445.28,2435.04,434,7214.88,7263.6
96.418,69.9,2441.04,2430.24,466,7301.52,7315.92
88.608,71.45,2468.4,2457.28,428,7408.08,7407.36
81.011,78.85,2465.04,2453.84,410,7398.24,7398
76.396,91.6,2461.68,2450,442,7387.92,7387.92
74.124,103.6,2463.2,2450.64,396,7392.72,7392.72
71.852,121.45,2450.72,2438,378,7355.04,7355.04
70.219,132.1,2441.76,2428.72,388,7328.4,7328.4
72.349,135.25,2470.72,2458.32,380,7415.04,7415.04
71.639,124.3,2404.96,2394.96,418,7217.76,7217.76
71.426,119.9,2457.6,2446.24,412,7376.16,7376.16
70.503,115.4,2431.6,2419.28,402,7297.68,7297.68
69.864,114,2448.24,2437.6,376,7348.32,7348.08
69.225,110.75,2441.52,2431.04,376,7327.68,7327.44
70.787,108.3,2471.04,2460.24,354,7416,7414.8
70.148,105.6,2471.6,2461.76,340,7417.92,7412.64
68.586,101.7,2468.64,2458.32,316,7408.8,7400.88
66.598,96.8,2460.56,2451.36,310,7384.8,7346.16
64.326,94,2458.08,2447.44,290,7377.12,7301.76
60.634,89,2434,2423.52,284,7304.64,7122
57.936,84.7,2438.96,2428.88,276,7319.28,7107.6
57.581,82.75,2468.64,2459.44,280,7408.56,7050.24
55.948,79.9,2458.88,2449.12,294,7160.4,6780.72
54.528,77.35,2463.84,2454.56,294,6913.2,6452.64
53.605,73.85,2445.92,2436.64,292,5706.96,5856.96
53.179,71.7,2446.8,2437.92,286,4697.04,5070.24
52.966,71.15,2472.48,2463.6,278,4260,4395.12
52.895,70.25,2470.56,2461.6,268,3055.2,3694.32
54.386,68.05,2459.04,2450.16,256,2089.68,3269.28
54.386,65.65,2433.04,2424.24,252,1643.28,2838.24
54.173,66.05,2443.52,2433.6,236,1446.24,2538.72
53.676,64.05,2434.64,2426,226,1325.28,2325.12
53.676,58.9,2424.48,2415.6,214,1254.72,2185.2
57.51,56.2,2467.76,2458.24,202,1164,2056.8
59.711,54.4,2458.8,2449.12,198,1063.2,2191.44
58.078,54.3,2460.4,2450.56,206,958.8,2369.52
56.871,54.05,2446.32,2436.08,208,852.72,2116.56
54.244,50.85,2449.52,2439.68,182,789.84,1851.6
49.771,46.95,2470.96,2460.16,178,747.12,1747.2
47.57,44.45,2471.6,2460.64,172,697.92,1620.24
46.718,42.85,2439.2,2428.48,180,660.96,1450.32
46.789,42.15,2458.48,2449.6,178,646.8,1339.92
45.085,40.65,2437.6,2428.88,174,622.08,1253.04
44.162,39.6,2454.16,2445.04,180,604.8,1143.12
43.665,38.65,2472.32,2463.2,202,587.04,1073.76
44.304,37.9,2469.92,2461.2,214,579.36,978
45.653,37.55,2470,2461.12,218,563.04,942.72
45.937,37.1,2458.32,2449.36,220,601.2,950.64
47.712,37.4,2444.4,2436.8,204,611.28,1047.36
54.741,39,2454.24,2445.52,222,622.8,963.84
68.87,41.05,2471.76,2461.04,274,669.36,1106.16
86.123,43.3,2469.84,2458.32,298,754.08,1208.64
96.702,42.85,2446,2434.64,306,931.68,1783.44
109.056,42.9,2451.92,2441.84,316,1477.68,3113.76
115.588,43.25,2442.56,2433.28,350,3057.12,5593.68
126.238,43.9,2436.16,2426.96,354,5543.28,6415.44
141.929,43.95,2471.68,2461.76,404,6292.32,6998.16
137.243,42.1,2410.72,2400.16,378,6676.56,7073.76
128.51,42.85,2441.28,2431.12,380,7230,7265.04
118.499,43.95,2451.84,2441.28,382,7302.96,7356.96
105.577,42.1,2427.12,2415.44,414,7283.52,7283.52
85.839,40.05,2440.32,2429.92,368,7323.12,7323.12
72.349,39.4,2470.24,2459.36,380,7413.36,7412.88
65.036,39.05,2468.48,2456.24,358,7408.08,7407.84
61.486,38.7,2464.32,2452.08,330,7395.36,7395.36
64.184,39.65,2450.16,2437.76,330,7353.12,7352.88
65.746,39.5,2439.36,2427.76,352,7320.48,7320.48
64.894,40.9,2463.44,2451.44,358,7392.96,7392.96
63.9,41.8,2470.8,2459.68,374,7415.04,7415.04
62.267,41.15,2470.64,2459.52,340,7414.8,7414.56
61.415,40,2464.8,2454.8,332,7397.28,7397.04
62.409,39.1,2448,2439.84,320,7346.88,7346.64
67.095,38.55,2434.08,2425.76,296,7304.88,7304.4
70.148,38.85,2464.56,2454.24,274,7396.32,7395.36
67.308,38.75,2470.56,2459.04,256,7414.56,7409.76
66.385,38.7,2466.56,2455.04,240,7402.56,7390.32
65.817,38.8,2465.92,2454.48,228,7400.64,7370.4
64.113,38.05,2440.24,2428.48,216,7323.12,7287.6
63.616,37.8,2439.6,2428.24,210,7321.2,7229.04
63.403,37.85,2466.56,2455.6,208,7402.56,7255.68
62.409,37.75,2470.64,2460.56,228,7414.8,7096.56
61.131,38.6,2470,2460,250,7412.88,6943.92
60.705,39.45,2463.84,2454.56,268,7067.28,6648.48
59.072,48.8,2451.04,2441.2,292,6366.72,6341.76
58.078,48.25,2442.08,2432.72,284,6487.44,5710.8
61.628,48.35,2470.48,2460.56,254,5038.08,5098.8
64.113,48,2470.32,2460.88,252,4027.2,4512.96
67.166,47.75,2471.44,2461.2,232,3299.28,3588.24
66.172,47.55,2446.96,2437.44,220,1809.36,3167.52
64.397,47.65,2450.4,2440.88,216,1484.64,2965.92
62.906,47.35,2442.72,2433.36,204,1327.92,2724.24
62.267,47.65,2471.12,2459.68,200,1290.48,2651.04
60.847,47.15,2467.04,2456.64,212,1238.16,2461.68
59.64,46.85,2468.4,2458.64,212,1170.96,2223.84
57.723,46.7,2466.16,2454.4,212,1017.84,2083.44
53.321,46.45,2441.76,2430.64,188,921.6,1873.92
48.138,46.2,2430.16,2419.68,194,875.52,1776.96
46.221,47.4,2481.68,2471.76,172,835.92,1678.56
43.949,45.55,2404.16,2395.52,176,747.6,1496.88
45.369,46.45,2467.76,2458.88,160,733.44,1416.72
45.511,45.9,2458.96,2451.04,168,694.56,1374.24
45.866,45.05,2439.52,2431.2,160,642.72,1300.56
45.582,45,2445.28,2438.64,156,596.64,1177.92
45.014,45.65,2469.6,2462.96,152,571.68,1089.36
44.375,46.1,2463.6,2456.96,158,553.92,1005.12
45.298,45.45,2433.2,2426.4,184,533.04,984
48.351,45.85,2458.56,2451.92,198,522.48,941.76
47.712,45.9,2453.92,2447.04,220,546.72,935.28
45.653,46.4,2448.08,2440.96,232,591.84,940.56
47.357,47.55,2471.52,2464.56,246,607.68,914.64
51.191,46.8,2410.32,2403.6,222,653.04,966.96
61.557,48.8,2459.92,2452.16,222,771.36,1095.84
80.94,51.45,2458.88,2450.88,270,1050.48,1244.4
106.5,53.15,2441.92,2434.08,338,1376.16,1689.12
119.777,53,2450,2441.76,326,2973.12,3408.48
126.877,55.9,2471.76,2463.84,394,4776.72,5412.24
115.73,65.65,2469.76,2462.08,388,5168.88,6463.44
98.69,86.5,2470.16,2462.48,368,6455.52,6838.08
88.466,106.55,2446.24,2438.88,428,7054.08,7064.64
79.023,119.1,2444.16,2435.28,428,7280.64,7221.6
70.29,128,2451.36,2443.36,436,7356,7258.8
64.042,128.75,2470.24,2462,426,7412.88,7382.88
59.072,123.65,2471.04,2462.56,440,7415.28,7413.6
53.463,133.6,2458.96,2449.28,458,7378.8,7375.2
50.765,137.85,2457.76,2448.4,424,7375.44,7374.24
48.564,132.15,2437.6,2427.12,422,7315.2,7314.72
50.339,129.95,2435.36,2424.96,418,7308.48,7308.48
53.108,124.4,2472.48,2461.68,402,7419.84,7419.6
53.321,116.4,2470.96,2459.12,414,7415.28,7414.8
55.238,110.2,2466.08,2454.08,414,7400.64,7400.4
54.386,105.95,2458,2446.56,418,7375.92,7374.96
54.031,100.35,2437.76,2426.56,394,7315.92,7314.24
54.528,102.95,2457.92,2446.24,358,7375.68,7374.48
54.67,112.7,2427.6,2417.84,358,7285.68,7279.2
54.67,122.95,2412.96,2404.24,314,7241.28,7231.92
54.599,132.15,2444.24,2435.2,288,7335.12,7283.52
56.232,129.1,2446.88,2437.36,280,7342.8,7258.32
59.001,121.3,2438.64,2427.52,272,7318.08,7127.28
62.764,116.25,2460.4,2450,268,7383.36,7115.28
70.432,113.65,2472.4,2462.64,264,7419.84,6858.24
75.97,106.2,2465.76,2455.76,268,7399.92,6622.8
76.751,97.9,2457.36,2446.32,264,6718.56,5972.16
75.402,90.8,2463.36,2453.52,260,5850.72,5371.2
72.42,82.95,2430.08,2420.64,256,5032.32,4623.6
72.136,77.15,2462.08,2453.28,240,4010.4,3845.04
73.982,71.35,2472.24,2461.2,242,3378.24,3413.04
77.177,67.55,2472.08,2462.24,228,2057.04,3126.72
74.905,63.15,2465.84,2457.12,214,1730.16,2829.12
73.485,58.85,2462.24,2451.28,210,1516.8,2557.92
70.148,62.95,2439.04,2430.08,196,1356.48,2311.2
66.243,63.2,2464.32,2454.08,178,1306.8,2057.76
61.557,61.15,2470.88,2460.64,172,1187.28,1961.28
57.652,59.45,2467.68,2455.6,168,1076.88,1816.08
53.037,58.1,2433.76,2423.2,170,959.04,1749.6
49.345,58.65,2452.96,2442.08,152,907.44,1822.56
45.227,56.7,2439.12,2427.92,166,841.68,1814.4
43.736,55.15,2466.32,2456.08,148,805.92,1621.2
43.594,53.75,2472.24,2462.48,152,726.72,1506.72
44.588,52.55,2470.88,2461.76,154,667.2,1397.04
44.446,51.75,2466.88,2458.16,150,650.64,1294.32
44.659,51.4,2466.32,2457.52,148,647.76,1190.4
44.588,50.4,2440.72,2432.24,150,615.6,1074.72
45.795,50.15,2467.52,2458.64,150,582.96,1015.44
48.848,49.7,2467.36,2458.4,170,577.92,964.08
53.747,49.45,2464.32,2454.88,208,561.84,927.36
59.711,49.7,2464.72,2454,236,586.08,922.8
66.172,50.3,2445.6,2433.84,242,571.68,913.68
75.26,52.75,2443.12,2431.2,258,620.88,899.28
91.59,56.1,2472,2459.92,296,639.36,816.48
100.323,55.85,2407.68,2396.56,348,715.44,849.6
103.944,58,2465.28,2453.76,348,855.84,1082.88
115.375,56.35,2432.8,2421.6,386,999.6,1369.2
135.326,56.3,2449.44,2439.2,384,1473.36,2105.28
134.758,44.85,2445.68,2436.16,440,2177.04,3576.96
122.049,46.15,2472.08,2461.84,416,3659.52,5736
112.109,47,2469.44,2459.84,452,5064.48,6588.96
105.364,47.1,2429.76,2419.6,456,5983.44,6914.16
103.447,47.95,2462.72,2451.92,436,6844.8,7199.28
102.169,49.2,2462.48,2450.88,466,7270.8,7335.12
110.547,53.5,2469.12,2456.88,478,7304.16,7401.12
139.16,61.15,2471.52,2457.92,472,7417.44,7414.32
160.602,70.8,2470.96,2457.04,446,7415.04,7414.08
172.814,82.55,2460.32,2446.96,440,7383.12,7382.88
179.63,89.4,2464.64,2450.32,402,7396.32,7396.32
175.228,93.4,2440.4,2427.52,400,7323.84,7323.6
178.991,103.25,2447.28,2435.2,400,7344,7344
157.407,107.9,2425.2,2414,382,7278.24,7278
147.112,114.3,2471.28,2459.68,374,7416.48,7416.24
144.201,117.55,2459.2,2448.16,402,7380.24,7380.24
134.687,108.95,2431.04,2420.32,376,7295.76,7295.52
125.883,101.5,2432.8,2421.52,392,7300.8,7300.8
120.274,97.85,2445.76,2437.28,352,7339.92,7339.92
112.89,95.1,2470.24,2461.36,346,7413.36,7413.12
101.388,91.15,2467.6,2458.64,340,7405.44,7403.28
92.868,87.5,2457.52,2448.56,352,7375.44,7372.56
85.981,84.65,2459.76,2451.04,342,7382.16,7363.2
80.869,83.75,2439.44,2430.96,346,7320.96,7308.72
77.816,81.2,2448.4,2439.44,308,7347.36,7268.16
74.763,79.7,2470.8,2461.12,316,7414.56,7254
71,77.55,2457.52,2445.6,308,7374.96,7000.32
69.935,75.25,2468.48,2456.8,304,7396.32,6730.56
68.657,71.4,2459.04,2447.84,312,6982.8,6570.96
67.876,67.4,2438.4,2426.8,316,6143.28,6004.8
69.012,65,2453.04,2441.6,318,4775.52,5531.04
71.142,63.7,2471.76,2460.64,320,4440.72,4814.4
74.621,62.45,2470,2458.8,302,2695.44,4213.92
76.183,60.5,2460.08,2448.32,294,2024.64,3747.6
73.201,58.65,2461.84,2450,288,1720.32,3259.2
70.858,56.9,2430.4,2419.52,286,1524.24,2877.12
71.213,56.2,2457.04,2445.52,262,1427.04,2637.84
67.805,54.95,2472.08,2459.84,246,1331.04,2553.12
63.19,52.25,2409.28,2398.48,246,1198.8,2262.96
62.835,52.7,2445.52,2433.52,242,1091.28,2170.08
64.468,52.05,2460.56,2448.8,228,978.24,2106.96
60.208,48.45,2442.24,2430.64,216,878.88,1951.68
55.806,45.55,2450.16,2438.24,198,814.56,1789.68
52.753,43.2,2472.48,2460.72,216,771.36,1684.32
50.268,41.35,2471.76,2460.16,210,718.8,1602.96
49.061,39.75,2443.2,2429.68,200,674.88,1484.16
50.552,39.55,2462.4,2450.56,194,647.52,1397.28
51.12,38.7,2431.44,2422.8,198,610.56,1294.32
51.475,38.85,2461.36,2452.4,200,597.84,1227.12
49.061,38.55,2449.2,2439.6,222,579.12,1141.92
47.002,38.65,2471.36,2461.44,250,565.44,1078.08
45.298,38.25,2469.36,2459.52,286,581.76,1032.48
44.375,37.9,2448.16,2438.4,326,651.36,1013.28
44.02,38.55,2438,2427.68,354,699.36,1024.8
46.292,40.4,2463.12,2453.04,406,736.32,962.4
52.256,43.1,2472.24,2460.8,422,902.16,1128.72
58.717,44.95,2416.48,2404.16,434,1098.24,1483.68
65.604,46.15,2468.4,2455.2,450,1690.8,2200.8
77.532,48.8,2464,2450.72,428,2909.76,3569.04
82.005,51.8,2440.88,2428.24,464,4311.36,5514.96
81.863,55.6,2464.16,2451.2,384,5690.64,6512.16
91.093,61.7,2472,2460.08,394,6485.28,6998.4
97.412,79.2,2470.8,2459.44,354,6821.76,7223.04
96.347,90.45,2463.44,2451.28,368,7186.32,7288.56
83.993,90.5,2464.88,2454.24,360,7312.56,7382.64
77.177,95.05,2438.56,2424.64,346,7307.52,7289.04
73.84,114.05,2430.4,2418.4,370,7293.84,7281.84
78.952,118.55,2472,2459.28,356,7418.4,7417.68
87.188,114.05,2419.52,2407.52,326,7260.48,7260.48
95.14,120.7,2464.72,2450.72,330,7396.56,7396.56
100.11,121.3,2444.32,2429.52,308,7335.36,7335.36
95.282,111.6,2428.8,2413.52,310,7288.8,7288.8
93.152,105.55,2468.96,2453.76,296,7409.28,7409.28
95.921,99.8,2470.48,2455.28,286,7414.32,7414.08
92.016,96.1,2467.52,2452.32,308,7405.2,7405.2
82.857,93.55,2462.4,2449.12,270,7389.84,7389.6
73.84,90.5,2447.76,2436.96,244,7345.92,7344.96
65.817,87.55,2440.88,2429.92,254,7325.04,7321.2
60.776,87.8,2470.16,2459.36,232,7413.12,7409.04
57.794,86.4,2471.44,2461.04,230,7417.44,7405.68
55.451,83.05,2460.24,2451.04,246,7383.6,7338.48
54.599,80.3,2465.12,2455.52,242,7398.48,7284
54.812,77.95,2448.4,2439.04,236,7348.32,7088.88
53.96,74.65,2443.84,2434.32,240,7320.96,6918.24
55.167,72.85,2471.44,2462.4,254,7356.72,6794.16
56.871,71.9,2471.36,2462.16,274,6862.32,6342.24
56.587,73.2,2430.08,2422,272,6117.36,5705.04
57.652,81.4,2458.96,2450.32,266,5534.16,5155.92
57.155,76.8,2458.72,2448.48,262,4315.44,4574.4
56.232,71.9,2434.64,2425.68,248,2680.32,3751.44
56.161,70.3,2471.44,2461.6,214,1968.24,3498
55.38,67.8,2464.32,2454.16,208,1660.08,3132.24
55.309,66.35,2468.48,2458.88,212,1535.52,2808.48
55.451,65.95,2463.68,2452.96,216,1414.32,2589.84
55.735,64.85,2453.76,2442.32,212,1368.96,2414.4
55.167,63.15,2447.68,2436.4,204,1204.56,2298
55.877,62.25,2471.2,2459.12,178,1084.32,2439.6
55.735,59.35,2471.52,2459.52,176,999.12,2228.88
53.534,57.2,2436.08,2423.68,162,879.84,1955.28
52.327,56.25,2458.16,2445.76,174,788.64,1855.44
50.552,54.5,2441.36,2428.48,158,741.12,1680
48.635,53.6,2447.36,2434.16,154,722.88,1526.88
47.286,53.4,2469.6,2456.8,148,737.52,1425.84
45.582,52.85,2471.76,2459.52,146,725.28,1369.2
44.801,51.8,2458.72,2447.76,148,664.32,1280.88
47.641,51,2457.28,2445.84,150,647.52,1240.32
53.676,50.05,2438.72,2427.36,172,598.32,1148.64
59.711,49.95,2450.4,2438.08,210,566.4,1081.92
63.616,50.1,2468.32,2455.76,256,586.32,1029.84
66.03,48.6,2409.92,2398.56,294,651.6,1035.12
75.899,50,2439.84,2428.16,304,684.96,1118.16
86.62,52.25,2449.44,2437.12,372,766.32,1079.28
94.643,54.4,2438.16,2426.64,434,877.2,1218.24
98.761,56.75,2454.48,2444.4,470,1215.36,1555.44
105.08,56.75,2472.24,2463.6,474,1610.88,3062.4
121.978,56.55,2408.72,2400.08,492,4173.84,5178.72
130.995,60.95,2460.56,2451.52,446,5473.92,6360.24
125.67,60.85,2456.72,2447.52,460,6865.68,6783.36
113.032,60.1,2441.52,2432.48,466,7087.92,7146.72
104.512,61.65,2457.04,2447.76,468,7126.08,7227.12
93.081,63.6,2426.4,2416.72,506,7281.12,7269.12
87.685,65.4,2409.12,2399.84,448,7230,7228.56
84.916,74.7,2442,2433.04,430,7329.12,7328.64
87.33,68.55,2455.84,2446.64,416,7370.16,7370.16
94.146,65.25,2437.44,2428.16,420,7314.96,7314.96
101.885,62.8,2459.6,2449.2,398,7381.2,7381.2
116.795,62,2471.52,2459.12,392,7417.44,7417.44
124.676,60.25,2468.96,2457.92,382,7409.76,7409.52
128.297,59.1,2469.68,2458.16,364,7411.92,7411.68
123.398,58.1,2469.04,2456.96,380,7410,7409.76
111.896,55.8,2437.84,2426.24,376,7316.16,7314.72
108.701,55.65,2462.32,2450.4,348,7389.6,7366.56
104.015,54.1,2420.24,2408.88,336,7263.6,7239.12
100.323,53.7,2455.36,2444.48,314,7368.72,7326.72
94.004,52.95,2465.28,2453.36,312,7398.24,7327.2
87.898,51.05,2448.56,2437.76,308,7341.36,7179.84
85.981,49.25,2428.8,2419.2,304,7289.04,6940.32
87.259,48.9,2463.52,2454.08,306,7393.2,6932.64
87.33,48.3,2471.92,2462.24,310,7283.76,6616.32
85.129,47.3,2419.04,2410.72,304,6542.88,5964.72
84.774,48.25,2467.68,2458.96,286,6285.36,5358.72
81.934,47.7,2454.16,2445.12,294,4616.64,4691.28
80.301,46.85,2440.32,2431.36,278,4344.72,3896.4
79.094,46.95,2467.04,2456.72,262,3164.16,3232.56
76.254,46.75,2468.24,2457.36,252,1875.12,2940.96
74.266,46.65,2466.96,2455.92,232,1482.96,2661.12
73.272,46.9,2468.08,2456.56,220,1256.16,2348.16
70.361,47.05,2453.44,2442.08,212,1134.72,2176.08
67.379,53.9,2442.08,2430.64,204,1070.64,1987.44
65.888,54.65,2439.84,2429.04,192,1011.84,1886.64
65.533,54.65,2471.44,2458.8,184,991.44,1759.68
62.906,53.5,2467.04,2453.6,184,927.36,1653.84
58.362,52.55,2450.24,2436.96,176,861.6,1663.44
54.102,52.45,2452.48,2439.92,164,811.92,1914.48
49.842,51.95,2442.24,2431.6,158,715.44,1734.48
47.073,51.55,2470.56,2460.48,150,707.52,1543.92
44.73,50.6,2472.72,2463.36,142,643.44,1419.12
42.884,49.05,2425.92,2417.04,140,594.24,1312.32
43.168,49.4,2461.68,2452.8,130,580.08,1226.64
43.239,49.45,2463.04,2453.52,138,562.8,1153.68
43.026,48.55,2432.16,2422.96,136,544.56,1057.92
44.233,49.05,2471.36,2461.2,130,530.88,989.04
45.085,48.75,2472.64,2462.96,144,512.4,942
47.144,48.3,2461.6,2452.24,170,493.92,912.24
49.913,48.2,2463.04,2453.76,198,471.12,887.76
51.759,47.95,2447.76,2438.48,224,458.16,870.72
53.108,47.95,2435.04,2424.96,230,496.8,848.88
57.723,49.5,2473.6,2463.28,246,574.56,776.4
65.391,51.4,2471.68,2461.04,248,613.68,886.8
78.668,54.3,2471.12,2460.48,260,663.84,888
77.816,55.45,2461.68,2451.68,286,691.2,940.08
74.124,54.85,2446.56,2435.68,288,812.16,1138.56
96.489,58.7,2448.48,2436.96,346,970.56,1465.68
115.588,60.5,2472.64,2461.12,336,1572,2676
121.339,61.05,2471.6,2460,378,3591.36,4888.56
124.747,66.95,2459.44,2447.84,388,4916.88,5769.12
117.86,81.05,2447.04,2436.08,400,6189.36,6383.76
105.506,90.65,2444.08,2433.28,438,6925.2,6977.52
103.447,98,2446.64,2437.12,502,7225.44,7139.52
117.576,98.35,2473.04,2464.08,522,7385.76,7348.32
113.6,94.15,2470.4,2460.56,518,7413.6,7399.2
104.583,88.1,2459.76,2450,486,7381.68,7380.48
98.832,85.9,2461.52,2451.84,486,7387.2,7386
94.359,101.9,2441.76,2431.84,482,7328.16,7327.2
90.241,111.55,2450.56,2440.56,462,7354.56,7354.56
84.916,115.2,2437.92,2427.44,462,7317.12,7316.88
89.247,128.45,2470.64,2460.16,462,7414.8,7414.8
89.176,136.5,2442.4,2431.84,474,7330.08,7330.08
87.969,144.35,2434.08,2421.76,474,7305.12,7304.88
82.431,148.65,2447.44,2435.52,496,7345.68,7345.44
75.402,141.05,2435.76,2423.04,476,7310.16,7310.16
73.272,138.7,2471.04,2457.28,416,7415.76,7415.76
71.639,138.9,2471.12,2458.88,388,7416.48,7414.32
70.858,130.6,2468.32,2456.48,366,7408.08,7406.88
69.225,122.35,2444.88,2434.16,354,7337.52,7332.96
67.592,119.2,2435.92,2424.96,334,7310.64,7285.44
66.527,115.05,2452.08,2441.76,332,7358.4,7308.96
64.326,106.45,2412.4,2403.28,330,7240.08,7120.08
64.397,102.5,2470.96,2460.08,350,7415.76,7187.04
63.9,98.2,2468.24,2458.48,378,7407.36,7108.8
62.835,96,2460.4,2450.72,360,7383.84,6949.68
61.77,95.3,2439.68,2429.44,346,7321.44,6670.08
62.551,99.75,2458.64,2448.08,332,6982.8,6423.6
61.699,105.3,2470.8,2459.44,300,5734.32,5996.4
60.35,96.6,2471.68,2460.64,298,4855.92,5265.84
59.498,87.9,2446.96,2436.24,278,4759.2,4570.8
59.995,84.75,2464.72,2454.16,258,4385.76,3710.88
60.279,79.6,2439.2,2428.88,234,2557.44,3211.92
61.344,76.15,2460,2450.16,216,1869.12,3037.2
59.853,73.5,2468.88,2458.08,206,1513.68,2802.72
59.995,72.45,2472.88,2462.24,190,1353.6,2640.24
59.64,72.3,2469.04,2457.52,180,1270.32,2448.96
59.711,73.4,2456.16,2443.52,172,1236.48,2244.24
59.356,70.8,2440.16,2427.68,174,1230.72,2071.68
58.93,66.25,2464,2451.68,178,1087.44,2002.08
56.871,60.9,2470,2458,170,959.28,2014.32
52.753,55.65,2471.12,2459.68,178,911.28,1927.44
49.629,48.9,2468.16,2458.56,164,822.24,1743.84
48.564,46.9,2455.12,2446.32,166,732.96,1531.44
48.422,44.75,2430.48,2422.32,156,674.64,1420.32
49.771,44.15,2466.08,2457.84,154,646.56,1344.48
48.138,42.95,2445.6,2437.12,174,612,1257.12
46.008,41.75,2418.72,2410.8,170,588,1194.96
45.582,41.75,2449.76,2442.24,172,571.92,1132.32
45.582,41.85,2465.28,2456.32,198,565.2,1065.84
45.795,41.15,2440,2431.12,218,548.16,994.32
47.286,41.7,2468.72,2458.96,240,556.56,962.64
49.913,42.35,2472.08,2462.56,270,611.04,935.04
53.463,42.35,2423.12,2413.92,288,647.28,898.8
63.403,45.15,2464.24,2454.16,332,709.2,933.84
79.946,49.6,2468.88,2456.72,396,728.4,1001.52
94.075,53.15,2441.6,2431.2,430,955.92,1135.2
88.892,53.3,2469.12,2460.08,450,1332.24,1587.84
79.662,54.2,2470.96,2461.28,444,2408.88,2961.36
73.556,63.7,2421.44,2413.12,480,4370.16,5243.28
72.491,69.2,2431.6,2421.52,448,5318.64,6458.16
71.71,66.25,2448.72,2438.56,442,6338.4,6905.04
74.55,63.45,2440.72,2430.8,440,6931.2,7101.84
76.893,62.6,2434.4,2425.84,438,7159.68,7208.16
77.461,61.75,2470.08,2462.56,412,7380.72,7347.84
75.26,60.55,2471.2,2462,422,7416,7391.28
72.278,61.55,2459.84,2451.2,440,7381.92,7381.44
68.586,76.9,2447.2,2438.48,414,7344,7342.56
64.681,82.7,2438,2428.72,396,7316.16,7316.16
62.693,97.35,2470.88,2460.64,402,7415.28,7415.04
67.024,116.35,2462.24,2452.8,396,7389.6,7389.36
66.101,125.5,2459.44,2450.48,382,7380.72,7380.72
65.107,136.3,2458.88,2449.76,386,7379.28,7379.28
66.598,130.4,2457.6,2449.28,410,7375.2,7375.2
62.835,120.35,2446.88,2438.32,388,7342.8,7342.8
61.131,115.4,2481.04,2472.08,392,7445.76,7445.76
58.22,107.5,2407.44,2398.56,384,7224.48,7224.24
58.575,106.1,2434.48,2424.88,362,7305.6,7305.36
59.143,105.7,2463.36,2453.44,340,7392.48,7392.48
58.007,102.45,2454.4,2444,322,7365.84,7364.88
57.155,97.05,2435.04,2424.72,302,7307.52,7298.16
57.865,92.4,2470.72,2460.56,284,7414.56,7398.96
58.007,87.1,2462.16,2452.56,300,7389.36,7339.92
57.297,83.65,2458.8,2449.28,294,7379.04,7332.24
56.019,81.05,2461.52,2452,290,7387.44,7243.44
54.244,77.8,2451.52,2442.24,294,7357.2,6979.2
52.256,67.25,2450.88,2442.56,294,7355.04,6672
51.333,69.35,2472,2463.12,304,6909.84,6621.84
50.126,72.75,2460.96,2451.44,302,6299.76,6200.64
49.771,70.85,2460,2450.72,292,4889.04,5683.68
49.629,69.15,2449.44,2440.24,294,3711.36,5034
49.487,67.35,2435.04,2425.76,276,2846.88,4258.32
49.629,66.7,2438.96,2429.2,258,2252.16,3865.92
52.185,67.65,2472.48,2462.8,242,1876.08,3465.36
54.173,66.65,2470.48,2461.04,236,1687.92,3159.36
55.522,65.85,2469.68,2460.32,220,1566.48,2873.28
56.303,64.4,2459.2,2450.56,204,1391.04,2697.36
55.38,63.1,2447.04,2437.76,192,1332.48,2467.44
55.167,63.7,2486.48,2477.28,194,1226.88,2336.64
