lh,rh,ls,rs,w,ll,rl,0y,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,11y,12y,13y,14y
75.6,147.1,1810.8,2204.16664,162,155.28,186,109.417,268.412,274.301,436.125,574.535,262.458,424.301,553.858,568.533,568.566,762.863,977.654,568.518,765.721,960.059
75.2,149.6,1089.36,2061.07096,160,156.48,187.68,109.399,268.348,274.232,433.152,574.366,262.378,409.561,550.992,565.628,568.543,765.69,977.604,565.572,765.674,962.966
76.4,153.5,1120.68,2498.30776,160,156.24,187.44,109.489,268.291,271.405,433.213,565.591,259.503,406.583,539.079,556.818,559.689,762.75,977.564,556.808,759.85,960.028
75,157.8,1002.96,2428.74736,164,155.28,184.8,112.317,268.307,271.431,424.328,553.776,262.417,397.862,530.199,556.801,559.694,762.781,977.646,556.766,759.831,960.038
75.1,164.8,864.24,2146.53088,168,154.8,183.6,115.244,268.239,271.299,415.574,547.859,259.522,389.088,521.44,556.753,556.797,762.763,977.66,553.913,759.777,962.922
73.1,170.2,850.08,1659.60808,170,154.08,181.92,115.299,265.444,271.233,409.558,527.459,259.473,385.964,506.613,556.742,556.772,762.739,977.645,553.877,759.782,962.946
73.6,177.1,975.84,1353.54232,168,154.08,181.92,118.222,265.395,271.186,394.868,506.856,256.554,368.417,483.285,553.844,553.87,762.74,977.68,553.768,751.01,962.919
72.7,182.5,132.84,1339.63024,168,151.2,179.04,118.25,265.294,268.399,389.072,486.143,250.788,362.602,462.641,553.85,553.883,762.7,977.668,553.782,756.897,965.86
75.4,183.5,100,210.76432,160,156,184.56,121.13,262.438,268.233,371.311,459.711,250.779,356.621,444.95,553.811,553.864,759.803,977.679,550.929,756.869,959.991
78.7,192.7,100,2049.14632,166,155.52,182.4,121.184,259.51,268.19,362.406,435.997,250.686,341.944,418.486,550.926,553.783,759.819,977.632,550.857,756.884,957.123
79.1,191.8,100,1780.84192,164,154.32,180,121.178,253.605,262.463,341.896,409.564,247.866,327.207,394.879,550.937,553.801,759.885,977.596,550.869,753.925,957.08
76.8,192.3,100,1482.72592,164,152.88,177.84,121.208,247.884,256.555,327.223,383.071,247.705,312.533,368.486,550.83,550.877,762.702,977.635,547.92,751.008,957.137
75.5,187.5,679.92,1057.41376,164,153.12,177.6,124.031,247.768,253.623,315.448,350.802,244.829,294.836,344.865,550.875,550.902,759.877,977.607,550.822,748.094,957.043
76.1,185.8,746.28,1174.67272,162,154.8,179.28,121.214,247.626,250.674,297.735,327.198,244.713,280.125,318.443,550.878,550.915,759.853,977.629,550.825,748.076,957.036
73.7,185.9,745.8,2420.7976,164,153.6,177.84,121.207,244.887,247.891,291.771,297.819,244.657,271.239,294.956,544.989,545.004,756.954,977.686,542.071,742.302,954.149
72.9,180.4,638.64,2072.9956,158,153.12,177.6,121.141,244.874,247.881,268.264,268.249,241.873,247.804,262.411,553.781,553.795,756.94,977.622,550.929,748.091,957.063
72.5,176.7,1143,1856.36464,158,153.12,178.8,121.107,247.611,250.661,262.475,247.869,244.654,247.654,247.78,553.777,553.81,759.845,977.634,550.919,748.084,959.964
75.9,169.7,1325.28,2007.41008,154,151.92,178.08,121.11,244.871,247.796,253.66,244.697,244.695,247.805,241.811,550.913,550.92,759.771,977.606,550.897,745.113,954.151
73.1,167.4,1615.68,1166.72296,150,152.88,181.44,121.14,247.627,247.864,247.662,221.351,244.745,238.892,224.242,553.845,553.886,759.859,977.631,553.802,748.123,954.19
74.7,170.1,1881.72,1943.812,154,154.32,180.72,121.132,247.619,250.642,244.704,203.657,244.755,238.864,218.235,553.902,556.756,759.879,977.651,553.878,748.105,954.184
72.7,174.2,1956.6,2454.58408,156,154.08,182.88,121.13,247.635,250.65,244.722,197.742,244.777,247.687,224.172,553.809,553.84,759.844,977.641,553.784,751.012,954.172
75.7,172,2170.08,2086.90768,160,153.6,184.08,121.099,244.908,247.847,244.728,197.635,244.721,247.701,221.321,553.797,553.847,759.828,977.689,550.929,751.006,954.149
73,166.6,2018.28,1850.40232,158,152.88,184.8,118.253,244.898,247.854,244.702,194.806,244.701,247.706,221.178,550.932,553.826,759.817,977.657,550.877,745.128,954.175
69.8,165.7,1935.84,2021.32216,152,151.68,182.88,118.26,244.874,247.855,247.76,197.588,244.657,247.815,224.1,553.771,553.848,756.951,977.643,550.912,751.053,957.026
69.2,166.1,1947.36,1508.56264,148,151.44,179.52,118.26,244.87,247.833,253.582,200.785,244.648,247.711,221.32,550.853,550.883,756.886,977.682,547.979,756.868,957.026
70.2,163.5,1978.68,1496.638,148,149.52,175.44,118.258,247.626,250.636,268.3,224.105,244.673,247.784,221.281,550.916,550.947,759.783,977.706,550.882,748.126,954.187
75.2,161.7,1941.12,578.44072,148,153.84,179.76,118.266,247.623,247.871,268.31,224.263,244.756,244.791,212.445,553.824,553.854,759.816,977.606,553.816,756.868,957.044
86,168.2,2153.52,2005.42264,158,151.92,177.84,118.249,247.647,247.87,277.189,247.758,244.772,247.794,224.207,553.854,553.883,762.721,977.721,553.855,753.962,957.077
97.7,174.8,2166,1307.8312,152,152.4,179.52,118.224,247.697,253.582,268.416,268.219,244.711,247.766,247.656,553.852,553.893,759.859,977.689,553.845,756.934,957.116
92.5,178.6,2277.96,1977.59848,154,151.68,177.12,118.241,244.885,247.891,274.305,277.229,241.792,244.749,262.473,550.957,553.801,759.792,977.586,550.93,748.065,957.031
91.4,175.8,2335.56,1562.22352,160,152.64,176.88,118.195,244.878,250.643,288.895,294.848,241.791,253.643,277.15,550.813,550.846,759.79,977.643,547.932,756.854,960.029
90.7,175.5,2398.92,1997.47288,180,153.36,176.88,118.197,247.661,250.793,291.812,309.547,244.642,271.296,300.678,550.828,550.851,759.865,977.628,547.935,753.986,960.004
89.9,173.3,2445.48,2492.34544,186,153.12,177.12,118.178,247.761,256.58,297.844,324.331,244.734,288.9,321.277,550.813,550.836,759.871,977.615,547.943,751.049,960.035
88.1,172.6,2502.36,2480.4208,186,152.88,176.16,115.336,247.751,253.674,315.435,350.807,244.73,297.773,344.974,550.891,550.933,762.712,977.643,550.832,753.948,957.058
87.6,170.1,2497.2,2496.32032,186,152.16,174.24,115.273,250.625,259.468,330.122,377.257,247.679,315.493,368.519,553.781,553.81,759.877,977.597,550.92,753.993,959.968
87.9,166,2478.84,2371.1116,186,151.44,172.8,115.252,250.773,262.494,339.088,403.721,247.792,336.014,394.892,550.891,550.934,762.735,977.586,550.811,756.89,957.078
89.2,161.4,2455.8,2009.39752,186,153.36,174.24,112.422,256.571,265.438,359.517,430.13,247.859,341.864,415.557,553.8,553.864,759.89,977.601,550.907,751.056,957.102
90.3,159.9,2492.52,2641.40344,194,154.32,175.2,112.375,259.529,268.305,368.385,453.806,250.635,353.704,439.061,553.793,553.854,759.899,977.614,550.883,751.068,957.087
89.8,160.4,2506.44,2871.94648,198,154.8,175.44,112.355,262.44,268.38,385.979,480.155,250.73,365.392,459.708,553.904,556.794,762.703,977.646,553.796,759.848,957.139
89.5,159.9,2501.4,2788.474,198,155.04,176.16,112.331,262.476,268.436,389.032,500.757,250.742,368.493,483.073,553.813,553.86,759.819,977.613,550.897,762.715,957.14
85.8,159,2498.04,2730.83824,202,154.32,178.32,112.338,265.355,271.181,394.913,521.427,253.635,383.046,500.733,553.829,553.883,762.75,977.67,550.912,759.863,962.928
82.6,156.5,2474.64,2341.3,200,153.36,177.6,109.523,268.241,271.344,415.484,550.73,259.553,389.078,518.524,559.761,562.672,765.674,977.701,556.835,762.816,962.965
81.5,155.1,2454.72,2013.3724,190,155.04,180.96,109.513,268.28,271.398,427.28,553.986,259.513,397.861,527.404,559.721,562.654,762.88,977.681,556.801,762.762,962.947
80.1,155.6,2495.28,2683.13968,190,155.52,183.84,112.294,268.304,274.21,433.049,562.646,259.538,397.799,530.365,559.706,562.67,765.675,977.64,556.792,762.728,962.935
79,154.9,2505,2842.13488,186,155.76,185.04,109.506,268.295,271.396,433.145,574.332,262.383,403.682,539.169,562.654,562.698,765.671,977.627,559.747,762.841,959.982
77.5,154.4,2506.2,2863.99672,184,155.76,185.28,109.454,268.317,271.393,433.155,574.446,262.461,412.626,550.779,565.596,568.518,762.845,977.659,562.695,762.804,960.04
74.7,152.9,2495.04,2677.17736,184,154.8,183.6,109.437,268.346,271.406,433.247,577.417,262.49,409.618,550.938,562.662,565.612,762.849,977.67,559.733,762.785,959.996
71.7,148.9,2467.08,2216.09128,180,155.04,184.32,109.451,268.376,274.188,436.031,577.409,265.292,418.43,553.931,562.646,562.691,762.811,977.659,559.744,762.782,960.036
68.2,146,2454.48,2051.13376,182,154.8,183.36,109.446,268.352,274.212,433.24,580.313,262.389,412.612,553.984,559.743,562.672,762.85,977.703,559.724,762.803,960.007
67.4,143.5,2441.28,1868.28928,184,156.72,183.84,109.391,268.305,271.415,433.145,580.335,262.412,412.605,556.843,559.69,559.766,762.847,977.68,556.838,762.732,957.078
65.6,143.7,2487.48,2838.16,182,156,181.44,109.411,268.355,271.384,433.092,580.3,265.306,415.514,556.818,559.738,562.666,762.826,977.682,559.748,762.756,957.141
64.7,142.7,2457.48,2784.49912,176,154.8,179.28,109.385,268.345,271.398,433.06,577.499,262.497,412.667,559.759,562.702,565.625,762.892,977.715,562.695,762.821,957.138
63.9,142,2415,2726.86336,174,153.84,176.64,109.367,268.332,271.413,430.218,577.499,262.454,412.577,559.724,559.768,562.664,762.873,977.657,562.651,762.767,957.019
63.2,140.9,2364.96,2321.4256,170,152.16,173.76,109.383,268.324,271.361,427.299,577.497,265.325,424.331,559.715,559.707,559.762,765.66,977.684,559.699,762.769,960.041
64.1,139.3,2378.76,1780.84192,164,153.36,174.96,109.37,268.319,271.401,433.179,577.505,265.309,415.555,559.768,565.588,565.62,765.674,977.664,565.597,762.808,959.989
64.4,140.1,2393.04,2488.37056,166,151.68,172.32,106.63,268.324,271.41,433.197,577.504,262.491,412.568,556.864,562.677,565.6,765.669,977.637,562.649,762.695,960.041
66.4,137.4,1883.4,1367.4544,162,153.6,174.24,109.359,268.317,271.385,433.253,577.483,262.486,418.49,559.761,568.498,568.537,765.671,977.619,568.501,762.861,957.115
68.4,138.3,1769.4,2233.97824,168,153.12,173.76,109.365,268.283,271.348,433.186,577.43,262.444,415.524,556.787,568.505,568.535,765.675,977.598,565.615,762.867,959.973
69.9,137.9,2213.28,2156.46808,164,151.44,171.36,109.361,268.298,271.36,433.224,577.491,262.47,412.581,556.809,568.543,568.565,765.736,977.628,568.522,762.85,959.962
70.4,137.1,2393.28,1605.9472,160,151.44,170.64,109.355,268.301,271.393,436.049,577.445,262.413,412.56,553.807,562.696,565.579,762.857,977.596,562.693,762.724,957.11
73,137.6,1841.04,1756.99264,158,152.88,172.32,109.376,268.337,274.208,436.035,577.311,262.426,418.433,556.743,565.562,565.563,762.804,977.631,562.693,762.725,959.959
72.8,140.3,1167.6,2446.63432,168,153.12,174,109.384,268.31,274.196,433.136,574.52,259.511,415.478,553.821,565.611,565.626,762.884,977.672,565.61,762.803,962.943
72.9,143.4,863.76,2345.27488,168,152.64,174,109.393,268.247,271.366,433.172,574.369,256.588,409.65,550.932,562.659,562.683,762.878,977.648,562.655,762.877,962.928
73.5,147.3,447,2144.54344,166,152.64,173.28,109.419,268.236,271.366,439.026,574.352,256.602,406.718,550.793,562.634,562.668,762.823,977.635,559.747,762.761,962.903
75.7,152.4,100,2249.87776,166,151.2,170.88,109.499,268.207,271.316,433.188,562.68,256.531,406.625,544.999,562.694,565.563,765.695,977.661,562.694,759.895,962.925
74.8,157.5,100,1687.43224,160,150.96,171.12,112.334,268.186,271.258,424.291,553.847,253.689,400.771,530.244,562.651,562.663,765.687,977.718,559.753,759.865,962.954
77,164.7,100,1649.67088,158,152.64,174.24,115.305,265.294,271.179,403.768,527.273,250.782,383.151,506.624,553.916,556.787,762.791,977.626,553.827,756.951,960.023
76.4,175.9,100,2069.02072,156,152.88,174.96,118.219,262.406,268.341,389.033,503.862,250.66,368.518,483.23,553.854,553.903,762.784,977.711,550.951,759.767,959.981
81.3,178.3,100,1973.6236,154,152.64,173.76,118.284,259.483,268.283,385.937,483.093,247.858,359.621,459.694,550.83,550.884,759.875,977.646,545.03,751.004,962.921
82.2,179.2,100,1838.47768,152,150.96,172.8,118.26,253.684,265.399,362.615,456.694,247.807,341.937,435.988,550.843,550.901,762.769,977.68,547.897,753.969,962.928
86.5,176.8,100,1272.05728,148,151.68,175.2,118.251,250.705,265.285,344.905,427.271,247.699,336.045,409.615,550.832,550.87,762.736,977.71,547.912,753.989,962.981
83,174.4,100,1556.2612,146,150.72,172.8,121.119,247.889,262.39,336.079,392.061,247.624,315.448,383.153,550.843,550.892,759.836,977.631,547.926,745.156,957.055
81.3,171.2,100,1107.09976,144,152.64,173.04,118.278,247.646,250.728,318.379,365.556,244.709,297.813,350.802,550.836,550.883,762.685,977.628,547.931,748.118,957.106
79,170.3,128.52,1798.72888,148,150,169.68,121.125,247.657,250.737,303.678,339.014,244.676,288.955,324.312,550.867,550.915,759.876,977.648,550.808,748.053,954.215
79.1,166,204.96,667.87552,142,152.88,172.56,118.287,244.853,250.673,291.995,315.398,241.78,271.319,297.881,547.973,550.827,759.896,977.653,547.933,751.008,954.197
80.1,177.7,371.52,1756.99264,146,152.16,173.28,118.279,244.866,250.659,286.04,294.841,238.947,262.413,283.025,547.912,547.928,756.936,977.612,545.006,745.21,954.159
78.7,188.4,271.92,1850.40232,146,150.96,171.36,118.266,244.808,250.649,271.304,274.213,235.96,247.661,265.393,550.907,550.94,759.851,977.676,550.869,748.059,954.174
79.5,179.4,356.04,1580.11048,144,151.2,170.16,118.274,244.866,250.627,268.334,256.539,238.953,236.012,247.646,553.782,553.819,759.83,977.691,550.935,748.081,954.173
79.7,193.9,864.84,1717.24384,144,152.64,171.6,121.136,244.91,250.683,256.616,244.799,241.863,244.709,241.794,553.861,553.892,756.914,977.655,553.838,748.052,954.183
77.2,190.6,1373.16,2335.33768,146,149.76,167.04,121.106,247.645,250.785,241.833,212.366,241.893,235.949,215.356,553.89,556.782,759.886,977.644,553.843,751.024,954.209
75.5,183.4,1828.8,971.95384,136,151.44,168.96,121.125,247.673,250.723,241.744,200.688,244.76,238.861,203.601,553.869,556.76,754.008,977.613,553.836,745.189,957.074
75.3,184.1,1996.08,1961.69896,140,151.68,168.24,121.149,244.892,250.641,241.897,197.71,241.87,244.854,215.344,550.937,553.829,756.942,977.632,550.881,745.197,954.165
70.5,180.3,2018.16,1985.54824,138,150.48,167.52,121.164,247.633,250.661,244.661,194.757,244.687,247.742,218.337,550.937,553.812,756.902,977.652,550.896,745.11,954.117
69.4,177.2,2101.92,1492.66312,144,150.72,169.92,121.17,247.641,250.717,241.88,197.556,244.658,244.848,203.641,553.9,556.774,759.789,977.632,553.87,748.11,954.166
70.2,170.2,2158.08,1874.2516,146,151.92,172.8,121.195,244.909,250.662,241.9,197.617,241.898,247.709,215.337,553.9,556.777,759.817,977.652,553.874,748.136,954.167
71.8,169.1,2014.8,2375.08648,146,151.2,173.28,121.202,244.914,250.642,241.845,197.733,244.671,250.699,215.335,553.888,556.742,762.689,977.698,553.867,753.941,954.14
76.3,172.6,2043.6,2013.3724,144,150.72,171.36,121.165,244.888,250.655,244.738,203.616,241.828,250.649,215.366,553.814,553.866,759.833,977.701,553.799,751.049,954.197
89.2,173.2,2135.04,1818.60328,144,150.48,169.68,121.136,247.629,250.694,247.733,218.336,244.684,250.662,212.388,550.958,553.833,759.797,977.648,550.92,751.01,954.148
95.1,171.1,2275.08,1484.71336,144,149.76,167.76,121.13,247.62,250.658,250.745,230.027,244.646,250.709,218.322,550.951,553.813,759.821,977.701,550.908,753.942,954.16
95.7,163.7,2287.68,1844.44,144,150,166.56,121.175,244.904,250.629,268.191,244.861,244.654,253.627,224.196,553.885,556.768,759.858,977.678,553.847,759.853,954.209
90.5,159.3,2264.76,1834.5028,152,151.68,168,121.134,247.678,253.569,268.344,253.574,244.7,250.641,230.052,553.787,553.825,762.702,977.662,550.95,756.893,957.031
87,158.5,2389.08,2325.40048,154,151.68,167.76,118.274,247.677,250.772,274.187,271.228,244.655,241.772,244.748,550.937,553.785,762.704,977.616,550.888,756.95,954.133
84.7,157.1,2433,2488.37056,154,150.72,166.56,118.223,247.742,256.557,291.948,300.708,244.649,256.575,277.218,550.942,553.785,762.683,977.643,550.91,759.889,957.044
85.8,155.6,2436.6,2383.03624,152,150.24,165.36,118.248,247.801,259.485,297.876,321.289,244.749,271.221,297.878,553.793,553.84,762.802,977.615,550.935,762.713,957.057
87.9,154.5,2475.36,2176.34248,156,150.24,165.12,118.239,247.769,256.579,315.534,342.09,244.711,291.74,330.124,550.899,553.78,762.743,977.6,550.844,756.884,957.048
90.8,152.9,2462.04,1973.6236,158,150.72,166.32,118.239,250.661,265.296,335.961,377.232,244.902,303.669,362.391,553.8,553.872,762.772,977.611,550.903,759.877,957.138
95.5,151.2,2476.2,2245.90288,158,152.4,168,118.243,250.764,265.36,344.874,406.657,247.681,318.255,383.178,553.787,553.837,762.743,977.636,550.89,753.949,960.009
99.5,151.2,2507.52,2889.83344,168,152.64,167.52,118.231,256.613,268.266,362.383,433.024,247.839,338.836,409.505,550.928,553.811,762.735,977.616,550.845,753.926,959.983
96.5,149.7,2503.68,2824.24792,170,152.4,166.08,115.302,262.484,271.18,380.188,459.61,250.621,341.977,433.137,553.81,553.905,762.817,977.649,550.905,754.01,962.927
92.9,148,2487.48,2553.95608,172,151.92,164.64,115.261,265.346,271.215,392.003,483.154,250.723,359.538,453.812,553.828,553.886,762.862,977.582,550.927,759.808,960.047
93.4,147.1,2474.76,2345.27488,174,150.72,162.48,115.241,265.412,271.271,391.999,506.624,253.582,365.488,477.225,553.87,556.756,762.762,977.6,550.941,759.801,962.933
91.9,145.7,2451.96,1967.66128,180,151.68,163.2,112.399,268.234,271.392,409.535,527.259,253.66,368.447,486.134,556.785,559.716,765.66,977.641,553.825,759.868,965.887
90.5,146.3,2483.04,2478.43336,188,152.4,163.92,112.313,268.295,274.236,427.219,539.141,253.678,386.03,506.641,556.838,559.755,762.875,977.6,553.905,759.885,962.976
85.3,146.7,2507.52,2887.846,198,148.56,159.84,109.435,268.303,274.249,424.289,553.732,256.519,386.153,515.586,556.782,559.712,762.828,977.619,553.848,753.994,962.906
85.2,143.1,2416.56,1381.36648,188,152.16,163.68,109.431,268.302,274.253,433.195,559.769,256.533,389.112,527.426,556.8,559.751,765.7,977.677,553.896,759.802,962.964
82.5,146.6,2500.56,2770.58704,196,151.44,161.76,109.433,268.297,271.381,433.062,574.48,259.502,406.618,547.844,565.623,568.574,765.714,977.619,562.654,762.757,960.001
80.5,144.3,2462.4,2138.58112,198,151.92,161.52,109.405,268.337,274.209,439.011,577.444,259.451,403.761,547.994,565.603,568.559,765.665,977.658,562.644,762.877,957.077
79.7,141.5,2452.08,1967.66128,192,155.04,164.88,109.38,268.301,271.421,436.139,577.526,256.614,412.486,550.968,568.528,571.423,765.716,977.64,565.616,762.827,957.126
78.3,140,2486.52,2538.05656,184,157.44,169.44,109.351,268.323,271.43,433.203,580.281,259.527,412.515,553.729,565.576,568.505,762.89,977.664,562.66,762.72,959.999
76.2,139.7,2504.76,2881.88368,182,158.4,172.08,109.341,268.352,274.192,436.045,580.328,262.435,415.556,553.916,568.557,571.47,765.751,977.631,565.64,762.759,960.011
73.5,138.6,2501.76,2871.94648,180,156.96,172.08,106.618,268.342,271.399,433.143,580.367,265.308,412.615,553.811,562.696,568.513,765.757,977.644,562.64,762.692,960.009
73.1,136.8,2481.72,2516.19472,178,156.24,172.08,106.62,268.39,274.177,436.017,580.399,265.37,421.364,556.84,565.581,568.503,765.695,977.625,562.674,762.833,957.092
72.1,135.7,2481.36,2486.38312,178,153.6,168,106.61,268.312,271.371,433.036,577.534,262.443,424.286,559.734,559.741,562.673,765.75,977.623,559.726,762.774,960.043
72.9,132.7,2368.32,1641.72112,166,155.04,169.44,106.595,268.238,271.305,433.045,580.308,259.517,418.41,556.849,565.581,568.501,765.698,977.712,562.683,762.881,959.999
72.9,134.3,2265.84,2204.16664,166,155.28,168.72,106.599,268.218,271.272,430.243,577.51,259.491,412.552,559.719,559.749,562.685,765.653,977.659,559.724,762.835,957.114
71.9,134.7,2356.2,2549.9812,168,154.8,167.52,106.606,268.25,271.318,433.079,577.513,259.507,412.524,556.858,562.69,565.633,765.759,977.658,562.641,762.732,957.075
70,134.4,2333.28,2430.7348,172,152.64,164.4,106.606,268.301,271.373,433.195,577.448,262.438,424.325,559.725,562.675,565.622,765.739,977.649,562.639,759.861,960.057
69.5,132.8,1934.28,1723.20616,168,152.88,164.16,106.629,268.315,271.364,436.006,577.448,262.483,421.424,556.855,562.659,565.593,765.778,977.723,562.682,759.824,960.039
69.6,132.5,1655.04,1808.66608,164,151.92,163.44,109.345,268.294,271.361,433.197,577.498,262.431,421.388,559.676,565.618,568.515,765.762,977.719,565.614,762.764,957.1
71.5,132,1559.64,1446.952,162,153.36,164.64,109.348,268.307,271.373,436.086,580.326,262.387,415.588,556.806,562.685,565.623,765.763,977.622,562.656,762.791,957.129
73.8,134.2,1970.88,2039.20912,166,153.84,165.12,109.347,268.272,271.416,436.055,577.529,259.472,412.504,553.959,565.571,565.622,765.745,977.682,562.675,762.791,960.038
78.4,134.8,1700.88,2285.65168,168,153.6,165.6,109.365,268.316,274.196,436.209,580.303,259.521,412.608,553.947,568.567,571.437,765.742,977.68,568.51,762.831,959.968
78.8,134.6,1188.12,2540.044,170,151.2,163.68,109.402,268.342,274.278,436.173,580.268,259.512,412.531,550.971,562.647,565.563,762.896,977.669,559.754,762.801,960.05
81.7,133,971.64,1613.89696,164,151.44,163.2,109.449,268.269,271.426,433.136,577.394,259.478,409.693,550.949,565.562,565.633,762.864,977.624,562.639,762.781,960.003
80.6,136.8,738.24,1673.52016,160,150.24,161.52,109.494,268.196,271.343,433.129,574.378,256.533,406.663,547.94,559.723,562.657,765.669,977.59,556.813,762.7,965.845
86.5,140.3,159.24,1387.3288,152,152.4,163.92,109.513,265.441,271.307,433.124,571.373,253.622,391.974,533.238,556.827,559.746,762.884,977.673,556.756,759.838,962.906
92.1,148.1,100,2237.95312,158,152.64,164.64,112.302,268.191,271.292,436.03,559.786,256.603,394.868,527.425,556.836,559.704,762.849,977.656,556.765,759.862,959.961
107,166.2,100,2472.47104,160,152.16,164.16,112.368,265.389,271.235,427.246,550.871,256.514,386.025,506.8,553.846,553.882,762.826,977.612,550.951,762.731,962.902
108.1,176.3,100,2339.31256,158,150.72,162.24,115.289,265.361,271.244,427.243,536.172,250.729,374.277,494.931,553.842,553.878,762.832,977.657,550.952,759.847,962.911
119.5,188.1,100,1816.61584,154,150.96,162.24,115.335,262.456,268.448,397.856,515.538,250.65,365.541,477.3,553.799,553.862,762.785,977.651,550.901,753.998,968.775
118.6,192.9,100,1850.40232,148,150,162.24,118.226,256.619,268.206,380.188,462.589,250.631,344.888,433.015,550.925,553.771,762.71,974.822,550.848,754.009,957.048
120.9,200.4,100,1454.90176,144,151.68,163.92,118.251,253.58,265.356,362.456,435.987,247.757,333.078,406.56,550.913,553.777,762.728,977.605,550.823,756.911,962.906
113.6,198.6,100,1965.67384,148,151.44,162.72,121.112,250.622,259.513,339.02,406.614,244.91,315.51,380.165,550.916,553.773,762.705,977.603,550.843,751,959.967
104,188.6,100,2021.32216,146,148.32,158.88,121.122,247.758,253.641,327.248,377.246,244.826,300.746,350.746,550.956,553.815,759.887,977.648,550.899,756.855,957.057
104,181.6,100,1126.97416,138,151.2,161.28,121.129,247.72,253.638,312.517,344.936,244.762,288.928,321.42,550.924,550.945,762.814,977.645,550.893,756.908,960.013
100.8,181.3,178.44,2214.10384,144,150.24,159.84,121.133,247.677,250.727,294.903,318.515,244.697,271.362,297.868,550.902,553.792,762.815,977.66,550.826,753.942,957.061
134,193.6,249,1834.5028,142,149.28,159.36,121.119,244.894,250.654,286.001,294.948,241.796,259.464,274.325,550.841,550.867,762.72,977.625,547.979,751.039,957.087
149,203,832.2,1566.1984,140,150.96,161.76,121.121,244.909,250.657,271.294,274.207,241.882,250.701,262.396,553.814,553.868,762.787,977.624,550.939,753.982,957.073
141.8,198.1,1384.32,2222.0536,142,151.2,161.28,121.109,244.9,250.69,265.375,253.652,241.9,247.803,247.794,553.821,553.887,762.775,977.652,553.771,751,954.174
125.8,203,2007,2275.71448,142,150.48,160.32,121.113,247.609,250.755,259.535,244.848,241.891,247.81,227.211,553.845,556.741,762.806,977.696,553.792,748.098,957.045
115,197.2,2031.84,2178.32992,140,148.32,157.68,121.129,247.611,250.681,247.642,227.077,244.71,238.899,215.36,556.742,556.827,762.775,977.664,553.854,748.049,959.97
96.2,188.3,1992.24,1347.58,142,149.52,161.28,121.173,247.618,250.688,241.874,203.673,244.722,241.872,206.557,553.845,556.74,762.841,977.638,553.794,753.961,954.198
86.3,177.1,2080.92,1802.70376,150,148.8,162.72,121.154,247.637,250.667,241.8,197.649,244.718,244.717,215.376,553.801,553.865,762.771,974.8,550.924,748.108,954.112
86.4,164.8,1862.52,1709.29408,142,147.36,161.04,121.16,247.639,250.63,230.043,177.221,244.741,247.724,206.544,550.834,550.894,759.892,977.648,547.951,750.998,954.19
84.1,161.1,2015.16,1206.47176,136,150.48,165.84,121.163,247.695,250.742,230.119,179.981,244.768,244.822,200.573,553.831,553.901,762.694,977.661,553.784,753.997,954.185
90.1,156.9,2157.72,2365.14928,146,150.24,165.36,121.158,247.655,250.731,241.768,182.975,244.758,241.813,197.751,553.821,553.866,762.694,977.678,553.796,759.816,957.08
94.7,149,2297.16,2245.90288,150,149.52,163.68,121.163,247.65,250.653,244.731,191.819,244.778,241.881,197.676,553.814,553.883,762.755,977.73,550.943,753.988,957.135
100.4,147.2,2268.12,2096.84488,154,148.32,162,121.106,247.643,250.676,250.654,200.563,244.714,250.701,221.311,553.785,553.846,762.692,977.713,550.921,753.944,954.173
101.3,143.2,2279.4,1776.86704,160,147.84,161.28,118.263,247.633,250.66,247.739,218.257,244.732,247.697,221.34,553.862,556.764,762.717,977.607,553.795,751.031,954.166
99.7,141.3,2384.76,1731.15592,172,149.52,162.24,118.272,247.617,250.689,268.299,244.783,244.726,241.779,218.253,550.946,553.83,762.75,977.614,550.882,748.108,957.044
96.4,144.9,2446.92,2546.00632,176,149.28,161.76,118.237,247.623,250.738,268.268,250.66,241.899,247.763,224.233,553.809,553.87,759.903,977.65,550.916,751.024,954.153
93.9,146.6,2492.88,2508.24496,174,146.4,159.36,118.228,247.669,250.744,274.323,271.342,244.679,259.526,244.737,550.922,553.809,762.741,977.659,550.836,751.019,954.196
93.2,148.9,2436.84,1542.34912,172,146.4,159.12,118.234,247.623,250.734,288.903,291.847,244.646,268.39,268.297,550.89,553.778,762.707,977.641,547.975,751.045,957.042
97.3,154.8,2443.2,1621.84672,176,146.88,159.12,118.193,247.712,253.647,294.89,318.297,241.901,262.382,280.076,550.862,550.924,762.714,977.641,550.813,756.895,959.991
98.4,160.6,2454.96,2023.3096,186,147.36,159.36,118.18,247.798,256.517,312.401,341.815,244.812,283.059,312.492,553.798,553.875,762.804,974.794,550.915,759.82,957.086
105.1,166.7,2466.48,2214.10384,196,149.28,160.8,115.319,250.681,262.495,336.052,383.141,244.906,297.793,341.96,550.958,553.829,762.796,977.68,550.898,753.963,957.105
106.9,170.3,2507.88,2897.7832,206,149.04,160.8,112.327,256.598,268.327,368.482,447.92,247.771,338.908,409.522,550.925,553.812,762.811,977.669,550.828,759.85,962.941
105.2,167.2,2507.88,2897.7832,212,149.04,160.56,109.468,262.416,268.424,383.138,483.276,247.875,353.66,436.099,553.776,553.837,765.674,977.637,550.864,756.884,960.035
